# r[Mpc/h]   xi_quantum(r)
5   0
21.4583   0
37.9167   0
54.375   0
70.8333   0
87.2917   0
103.75   0
120.208   0
136.667   0
153.125   0
169.583   0
186.042   0
202.5   0
218.958   0
235.417   0
251.875   0
268.333   0
284.792   0
301.25   0
317.708   0
334.167   0
350.625   0
367.083   0
383.542   0
400   0
