# k[h/Mpc]   P(k)[(Mpc/h)^3]
0.0190248   26725
0.0190687   26711.8
0.0191126   26698.5
0.0191567   26685.1
0.0192009   26671.6
0.0192451   26658
0.0192895   26644.3
0.019334   26630.6
0.0193786   26616.7
0.0194233   26602.7
0.019468   26588.6
0.0195129   26574.4
0.0195579   26560.2
0.019603   26545.8
0.0196482   26531.3
0.0196935   26516.7
0.0197389   26502.1
0.0197845   26487.3
0.0198301   26472.4
0.0198758   26457.5
0.0199216   26442.4
0.0199676   26427.2
0.0200136   26412
0.0200598   26396.6
0.020106   26381.2
0.0201524   26365.6
0.0201988   26350
0.0202454   26334.2
0.0202921   26318.4
0.0203389   26302.4
0.0203858   26286.4
0.0204328   26270.3
0.0204799   26254.1
0.0205271   26237.7
0.0205745   26221.3
0.0206219   26204.8
0.0206694   26188.2
0.0207171   26171.5
0.0207649   26154.7
0.0208128   26137.8
0.0208607   26120.8
0.0209088   26103.7
0.0209571   26086.5
0.0210054   26069.2
0.0210538   26051.9
0.0211024   26034.4
0.021151   26016.8
0.0211998   25999.2
0.0212487   25981.4
0.0212977   25963.6
0.0213468   25945.6
0.021396   25927.6
0.0214453   25909.5
0.0214948   25891.2
0.0215443   25872.9
0.021594   25854.5
0.0216438   25836
0.0216937   25817.4
0.0217437   25798.7
0.0217939   25780
0.0218441   25761.1
0.0218945   25742.1
0.021945   25723.1
0.0219956   25703.9
0.0220463   25684.7
0.0220971   25665.3
0.0221481   25645.9
0.0221992   25626.4
0.0222503   25606.8
0.0223017   25587.1
0.0223531   25567.3
0.0224046   25547.4
0.0224563   25527.5
0.0225081   25507.4
0.02256   25487.3
0.022612   25467
0.0226641   25446.7
0.0227164   25426.3
0.0227688   25405.8
0.0228213   25385.2
0.0228739   25364.5
0.0229266   25343.7
0.0229795   25322.8
0.0230325   25301.9
0.0230856   25280.8
0.0231388   25259.7
0.0231922   25238.5
0.0232456   25217.2
0.0232992   25195.8
0.023353   25174.3
0.0234068   25152.8
0.0234608   25131.1
0.0235149   25109.4
0.0235691   25087.5
0.0236235   25065.6
0.0236779   25043.6
0.0237325   25021.5
0.0237872   24999.4
0.0238421   24977.1
0.0238971   24954.8
0.0239522   24932.3
0.0240074   24909.8
0.0240628   24887.2
0.0241182   24864.5
0.0241739   24841.8
0.0242296   24818.9
0.0242855   24796
0.0243415   24773
0.0243976   24749.9
0.0244538   24726.7
0.0245102   24703.4
0.0245667   24680.1
0.0246234   24656.7
0.0246802   24633.1
0.0247371   24609.5
0.0247941   24585.9
0.0248513   24562.1
0.0249086   24538.3
0.024966   24514.3
0.0250236   24490.3
0.0250813   24466.3
0.0251391   24442.1
0.0251971   24417.9
0.0252552   24393.5
0.0253134   24369.1
0.0253718   24344.6
0.0254303   24320.1
0.0254889   24295.4
0.0255477   24270.7
0.0256066   24245.9
0.0256657   24221.1
0.0257248   24196.1
0.0257842   24171.1
0.0258436   24146
0.0259032   24120.8
0.0259629   24095.5
0.0260228   24070.2
0.0260828   24044.7
0.0261429   24019.3
0.0262032   23993.7
0.0262636   23968
0.0263242   23942.3
0.0263849   23916.5
0.0264457   23890.7
0.0265067   23864.7
0.0265678   23838.7
0.0266291   23812.6
0.0266905   23786.4
0.026752   23760.2
0.0268137   23733.9
0.0268755   23707.5
0.0269375   23681
0.0269996   23654.5
0.0270619   23627.9
0.0271243   23601.2
0.0271868   23574.5
0.0272495   23547.6
0.0273124   23520.7
0.0273753   23493.8
0.0274385   23466.7
0.0275017   23439.6
0.0275651   23412.5
0.0276287   23385.2
0.0276924   23357.9
0.0277563   23330.5
0.0278203   23303.1
0.0278844   23275.5
0.0279487   23248
0.0280131   23220.3
0.0280777   23192.6
0.0281425   23164.8
0.0282074   23136.9
0.0282724   23109
0.0283376   23081
0.0284029   23052.9
0.0284684   23024.8
0.0285341   22996.6
0.0285999   22968.4
0.0286658   22940
0.0287319   22911.6
0.0287982   22883.2
0.0288646   22854.7
0.0289311   22826.1
0.0289978   22797.5
0.0290647   22768.7
0.0291317   22740
0.0291989   22711.1
0.0292662   22682.2
0.0293337   22653.3
0.0294013   22624.3
0.0294691   22595.2
0.0295371   22566
0.0296052   22536.8
0.0296735   22507.6
0.0297419   22478.2
0.0298105   22448.8
0.0298792   22419.4
0.0299481   22389.9
0.0300171   22360.3
0.0300864   22330.7
0.0301557   22301
0.0302253   22271.3
0.030295   22241.5
0.0303648   22211.6
0.0304348   22181.7
0.030505   22151.7
0.0305753   22121.7
0.0306458   22091.6
0.0307165   22061.5
0.0307873   22031.3
0.0308583   22001
0.0309295   21970.7
0.0310008   21940.4
0.0310723   21909.9
0.0311439   21879.5
0.0312157   21848.9
0.0312877   21818.4
0.0313599   21787.7
0.0314322   21757
0.0315046   21726.3
0.0315773   21695.5
0.0316501   21664.7
0.0317231   21633.8
0.0317962   21602.8
0.0318695   21571.8
0.031943   21540.8
0.0320167   21509.7
0.0320905   21478.6
0.0321645   21447.4
0.0322387   21416.1
0.032313   21384.8
0.0323875   21353.5
0.0324622   21322.1
0.032537   21290.6
0.0326121   21259.2
0.0326873   21227.6
0.0327626   21196
0.0328382   21164.4
0.0329139   21132.7
0.0329898   21101
0.0330659   21069.2
0.0331421   21037.4
0.0332185   21005.6
0.0332951   20973.7
0.0333719   20941.7
0.0334488   20909.7
0.033526   20877.7
0.0336033   20845.6
0.0336808   20813.5
0.0337584   20781.3
0.0338363   20749.1
0.0339143   20716.9
0.0339925   20684.6
0.0340709   20652.3
0.0341494   20619.9
0.0342282   20587.5
0.0343071   20555
0.0343862   20522.6
0.0344655   20490
0.034545   20457.4
0.0346246   20424.8
0.0347044   20392.2
0.0347845   20359.5
0.0348647   20326.8
0.0349451   20294
0.0350256   20261.2
0.0351064   20228.4
0.0351874   20195.5
0.0352685   20162.6
0.0353498   20129.7
0.0354313   20096.7
0.035513   20063.7
0.0355949   20030.6
0.035677   19997.5
0.0357592   19964.4
0.0358417   19931.2
0.0359243   19898.1
0.0360072   19864.8
0.0360902   19831.6
0.0361734   19798.3
0.0362568   19765
0.0363404   19731.6
0.0364242   19698.3
0.0365082   19664.8
0.0365924   19631.4
0.0366768   19597.9
0.0367613   19564.4
0.0368461   19530.9
0.0369311   19497.3
0.0370162   19463.7
0.0371016   19430.1
0.0371871   19396.5
0.0372729   19362.8
0.0373588   19329.1
0.037445   19295.4
0.0375313   19261.6
0.0376178   19227.8
0.0377046   19194
0.0377915   19160.2
0.0378787   19126.3
0.037966   19092.4
0.0380535   19058.5
0.0381413   19024.6
0.0382292   18990.6
0.0383174   18956.6
0.0384057   18922.6
0.0384943   18888.6
0.0385831   18854.5
0.038672   18820.5
0.0387612   18786.4
0.0388506   18752.3
0.0389401   18718.1
0.0390299   18684
0.0391199   18649.8
0.0392101   18615.6
0.0393005   18581.3
0.0393912   18547.1
0.039482   18512.8
0.039573   18478.6
0.0396643   18444.3
0.0397557   18409.9
0.0398474   18375.6
0.0399393   18341.2
0.0400314   18306.9
0.0401237   18272.5
0.0402162   18238.1
0.0403089   18203.7
0.0404019   18169.2
0.040495   18134.8
0.0405884   18100.3
0.040682   18065.8
0.0407758   18031.3
0.0408698   17996.8
0.0409641   17962.3
0.0410585   17927.8
0.0411532   17893.2
0.0412481   17858.6
0.0413432   17824.1
0.0414385   17789.5
0.0415341   17754.9
0.0416299   17720.3
0.0417258   17685.6
0.0418221   17651
0.0419185   17616.4
0.0420151   17581.7
0.042112   17547
0.0422091   17512.4
0.0423065   17477.7
0.042404   17443
0.0425018   17408.3
0.0425998   17373.6
0.042698   17338.9
0.0427965   17304.1
0.0428951   17269.4
0.042994   17234.7
0.0430932   17199.9
0.0431926   17165.2
0.0432921   17130.4
0.043392   17095.7
0.043492   17060.9
0.0435923   17026.1
0.0436928   16991.4
0.0437936   16956.6
0.0438946   16921.8
0.0439958   16887
0.0440972   16852.2
0.0441989   16817.4
0.0443008   16782.6
0.044403   16747.8
0.0445053   16713
0.044608   16678.2
0.0447108   16643.4
0.0448139   16608.6
0.0449172   16573.8
0.0450208   16539
0.0451246   16504.2
0.0452287   16469.4
0.045333   16434.6
0.0454375   16399.8
0.0455423   16365
0.0456473   16330.2
0.0457525   16295.4
0.045858   16260.6
0.0459638   16225.8
0.0460697   16191.1
0.046176   16156.3
0.0462825   16121.5
0.0463892   16086.7
0.0464961   16051.9
0.0466033   16017.2
0.0467108   15982.4
0.0468185   15947.6
0.0469265   15912.9
0.0470347   15878.2
0.0471431   15843.4
0.0472518   15808.7
0.0473608   15774
0.04747   15739.2
0.0475794   15704.5
0.0476892   15669.8
0.0477991   15635.1
0.0479093   15600.4
0.0480198   15565.7
0.0481305   15531.1
0.0482415   15496.4
0.0483527   15461.8
0.0484642   15427.1
0.048576   15392.5
0.048688   15357.9
0.0488003   15323.3
0.0489128   15288.7
0.0490256   15254.1
0.0491386   15219.5
0.0492519   15184.9
0.0493655   15150.4
0.0494793   15115.8
0.0495934   15081.3
0.0497078   15046.8
0.0498224   15012.3
0.0499372   14977.8
0.0500524   14943.3
0.0501678   14908.9
0.0502835   14874.4
0.0503994   14840
0.0505156   14805.6
0.0506321   14771.2
0.0507489   14736.8
0.0508659   14702.4
0.0509832   14668.1
0.0511007   14633.7
0.0512186   14599.4
0.0513367   14565.1
0.051455   14530.8
0.0515737   14496.6
0.0516926   14462.3
0.0518118   14428.1
0.0519313   14393.9
0.052051   14359.7
0.052171   14325.5
0.0522913   14291.4
0.0524119   14257.2
0.0525327   14223.1
0.0526539   14189
0.0527753   14155
0.052897   14120.9
0.0530189   14086.9
0.0531412   14052.9
0.0532637   14018.9
0.0533866   13984.9
0.0535096   13951
0.053633   13917
0.0537567   13883.1
0.0538807   13849.3
0.0540049   13815.4
0.0541294   13781.6
0.0542542   13747.8
0.0543793   13714
0.0545047   13680.2
0.0546304   13646.5
0.0547564   13612.8
0.0548826   13579.1
0.0550092   13545.5
0.055136   13511.8
0.0552631   13478.2
0.0553906   13444.6
0.0555183   13411.1
0.0556463   13377.5
0.0557746   13344
0.0559032   13310.6
0.0560321   13277.1
0.0561613   13243.7
0.0562908   13210.3
0.0564206   13176.9
0.0565507   13143.6
0.0566811   13110.3
0.0568118   13077
0.0569428   13043.7
0.0570741   13010.5
0.0572057   12977.3
0.0573376   12944.2
0.0574698   12911
0.0576023   12877.9
0.0577352   12844.9
0.0578683   12811.8
0.0580017   12778.8
0.0581355   12745.8
0.0582695   12712.9
0.0584039   12679.9
0.0585385   12647.1
0.0586735   12614.2
0.0588088   12581.4
0.0589444   12548.6
0.0590803   12515.8
0.0592166   12483.1
0.0593531   12450.4
0.05949   12417.7
0.0596271   12385.1
0.0597646   12352.5
0.0599024   12320
0.0600405   12287.4
0.060179   12255
0.0603177   12222.5
0.0604568   12190.1
0.0605962   12157.7
0.060736   12125.3
0.060876   12093
0.0610164   12060.7
0.0611571   12028.5
0.0612981   11996.3
0.0614394   11964.1
0.0615811   11932
0.0617231   11899.9
0.0618654   11867.8
0.0620081   11835.8
0.062151   11803.8
0.0622943   11771.8
0.062438   11739.9
0.062582   11708.1
0.0627263   11676.2
0.0628709   11644.4
0.0630159   11612.7
0.0631612   11580.9
0.0633068   11549.2
0.0634528   11517.6
0.0635991   11486
0.0637457   11454.4
0.0638927   11422.9
0.06404   11391.4
0.0641877   11360
0.0643357   11328.5
0.0644841   11297.2
0.0646327   11265.8
0.0647818   11234.6
0.0649312   11203.3
0.0650809   11172.1
0.0652309   11140.9
0.0653813   11109.8
0.0655321   11078.7
0.0656832   11047.7
0.0658347   11016.7
0.0659865   10985.7
0.0661386   10954.8
0.0662911   10923.9
0.066444   10893.1
0.0665972   10862.3
0.0667507   10831.6
0.0669047   10800.9
0.0670589   10770.2
0.0672136   10739.6
0.0673685   10709
0.0675239   10678.5
0.0676796   10648
0.0678356   10617.5
0.067992   10587.1
0.0681488   10556.8
0.068306   10526.5
0.0684635   10496.2
0.0686213   10466
0.0687796   10435.8
0.0689381   10405.7
0.0690971   10375.6
0.0692564   10345.5
0.0694161   10315.5
0.0695762   10285.6
0.0697366   10255.7
0.0698974   10225.8
0.0700586   10196
0.0702201   10166.2
0.070382   10136.5
0.0705443   10106.8
0.070707   10077.2
0.07087   10047.6
0.0710334   10018.1
0.0711972   9988.57
0.0713614   9959.12
0.0715259   9929.72
0.0716909   9900.37
0.0718562   9871.07
0.0720219   9841.81
0.0721879   9812.6
0.0723544   9783.44
0.0725212   9754.33
0.0726884   9725.26
0.072856   9696.24
0.073024   9667.27
0.0731924   9638.35
0.0733612   9609.48
0.0735303   9580.65
0.0736999   9551.87
0.0738698   9523.14
0.0740402   9494.47
0.0742109   9465.83
0.074382   9437.25
0.0745535   9408.72
0.0747254   9380.24
0.0748977   9351.8
0.0750704   9323.42
0.0752435   9295.08
0.075417   9266.79
0.0755909   9238.56
0.0757652   9210.37
0.0759399   9182.23
0.076115   9154.15
0.0762905   9126.11
0.0764664   9098.12
0.0766428   9070.19
0.0768195   9042.3
0.0769966   9014.47
0.0771742   8986.68
0.0773521   8958.95
0.0775305   8931.26
0.0777092   8903.63
0.0778884   8876.05
0.078068   8848.51
0.078248   8821.03
0.0784284   8793.6
0.0786093   8766.23
0.0787905   8738.9
0.0789722   8711.62
0.0791543   8684.4
0.0793368   8657.23
0.0795198   8630.11
0.0797031   8603.04
0.0798869   8576.02
0.0800711   8549.05
0.0802557   8522.14
0.0804408   8495.28
0.0806263   8468.47
0.0808122   8441.71
0.0809985   8415
0.0811853   8388.35
0.0813725   8361.75
0.0815601   8335.2
0.0817482   8308.7
0.0819367   8282.25
0.0821256   8255.86
0.082315   8229.52
0.0825048   8203.24
0.082695   8177
0.0828857   8150.82
0.0830768   8124.69
0.0832684   8098.62
0.0834604   8072.59
0.0836528   8046.62
0.0838457   8020.71
0.084039   7994.84
0.0842328   7969.03
0.0844271   7943.28
0.0846217   7917.57
0.0848168   7891.92
0.0850124   7866.32
0.0852084   7840.78
0.0854049   7815.29
0.0856018   7789.85
0.0857992   7764.47
0.0859971   7739.14
0.0861954   7713.86
0.0863941   7688.63
0.0865933   7663.47
0.086793   7638.35
0.0869931   7613.29
0.0871937   7588.28
0.0873948   7563.32
0.0875963   7538.42
0.0877983   7513.57
0.0880007   7488.78
0.0882036   7464.04
0.088407   7439.36
0.0886108   7414.72
0.0888152   7390.15
0.08902   7365.62
0.0892252   7341.15
0.089431   7316.74
0.0896372   7292.37
0.0898439   7268.07
0.090051   7243.81
0.0902587   7219.61
0.0904668   7195.47
0.0906754   7171.38
0.0908845   7147.34
0.091094   7123.36
0.0913041   7099.43
0.0915146   7075.56
0.0917256   7051.74
0.0919371   7027.97
0.0921491   7004.26
0.0923616   6980.6
0.0925746   6957
0.092788   6933.45
0.093002   6909.96
0.0932164   6886.52
0.0934313   6863.13
0.0936468   6839.8
0.0938627   6816.52
0.0940791   6793.3
0.0942961   6770.13
0.0945135   6747.02
0.0947314   6723.96
0.0949499   6700.96
0.0951688   6678
0.0953882   6655.11
0.0956082   6632.27
0.0958287   6609.48
0.0960496   6586.75
0.0962711   6564.07
0.0964931   6541.44
0.0967156   6518.87
0.0969386   6496.36
0.0971621   6473.9
0.0973861   6451.49
0.0976107   6429.13
0.0978358   6406.84
0.0980614   6384.59
0.0982875   6362.4
0.0985141   6340.27
0.0987413   6318.18
0.0989689   6296.16
0.0991971   6274.18
0.0994259   6252.27
0.0996551   6230.4
0.0998849   6208.59
0.100115   6186.83
0.100346   6165.13
0.100577   6143.48
0.100809   6121.89
0.101042   6100.35
0.101275   6078.86
0.101508   6057.43
0.101742   6036.06
0.101977   6014.73
0.102212   5993.46
0.102448   5972.25
0.102684   5951.08
0.102921   5929.98
0.103158   5908.92
0.103396   5887.92
0.103634   5866.98
0.103873   5846.08
0.104113   5825.24
0.104353   5804.46
0.104594   5783.73
0.104835   5763.05
0.105076   5742.43
0.105319   5721.86
0.105562   5701.34
0.105805   5680.88
0.106049   5660.47
0.106293   5640.11
0.106539   5619.81
0.106784   5599.56
0.10703   5579.36
0.107277   5559.22
0.107525   5539.13
0.107773   5519.09
0.108021   5499.11
0.10827   5479.18
0.10852   5459.3
0.10877   5439.48
0.109021   5419.71
0.109272   5399.99
0.109524   5380.32
0.109777   5360.71
0.11003   5341.15
0.110284   5321.65
0.110538   5302.19
0.110793   5282.79
0.111048   5263.44
0.111304   5244.15
0.111561   5224.91
0.111818   5205.72
0.112076   5186.58
0.112334   5167.49
0.112593   5148.46
0.112853   5129.48
0.113113   5110.55
0.113374   5091.67
0.113635   5072.85
0.113897   5054.08
0.11416   5035.36
0.114423   5016.69
0.114687   4998.07
0.114952   4979.51
0.115217   4961
0.115482   4942.54
0.115749   4924.13
0.116016   4905.77
0.116283   4887.46
0.116551   4869.21
0.11682   4851.01
0.117089   4832.86
0.117359   4814.76
0.11763   4796.71
0.117901   4778.71
0.118173   4760.77
0.118445   4742.87
0.118719   4725.03
0.118992   4707.24
0.119267   4689.49
0.119542   4671.8
0.119817   4654.16
0.120094   4636.57
0.120371   4619.04
0.120648   4601.55
0.120926   4584.11
0.121205   4566.72
0.121485   4549.39
0.121765   4532.1
0.122045   4514.87
0.122327   4497.68
0.122609   4480.55
0.122892   4463.46
0.123175   4446.43
0.123459   4429.44
0.123744   4412.5
0.124029   4395.62
0.124315   4378.78
0.124602   4362
0.124889   4345.26
0.125177   4328.57
0.125466   4311.94
0.125755   4295.35
0.126045   4278.81
0.126335   4262.32
0.126627   4245.88
0.126919   4229.49
0.127211   4213.14
0.127505   4196.85
0.127799   4180.61
0.128093   4164.41
0.128389   4148.26
0.128685   4132.16
0.128982   4116.11
0.129279   4100.11
0.129577   4084.16
0.129876   4068.25
0.130175   4052.4
0.130475   4036.59
0.130776   4020.83
0.131078   4005.12
0.13138   3989.45
0.131683   3973.84
0.131987   3958.27
0.132291   3942.75
0.132596   3927.27
0.132902   3911.85
0.133208   3896.47
0.133515   3881.14
0.133823   3865.85
0.134132   3850.62
0.134441   3835.43
0.134751   3820.28
0.135062   3805.19
0.135373   3790.14
0.135685   3775.14
0.135998   3760.18
0.136312   3745.27
0.136626   3730.41
0.136941   3715.6
0.137257   3700.83
0.137573   3686.1
0.137891   3671.43
0.138209   3656.8
0.138527   3642.21
0.138847   3627.67
0.139167   3613.18
0.139488   3598.73
0.139809   3584.33
0.140132   3569.98
0.140455   3555.67
0.140779   3541.4
0.141103   3527.18
0.141429   3513.01
0.141755   3498.88
0.142082   3484.79
0.142409   3470.76
0.142738   3456.76
0.143067   3442.81
0.143397   3428.91
0.143727   3415.05
0.144059   3401.23
0.144391   3387.46
0.144724   3373.74
0.145058   3360.05
0.145392   3346.42
0.145727   3332.82
0.146063   3319.27
0.1464   3305.77
0.146738   3292.3
0.147076   3278.89
0.147415   3265.51
0.147755   3252.18
0.148096   3238.89
0.148437   3225.65
0.14878   3212.45
0.149123   3199.29
0.149466   3186.18
0.149811   3173.1
0.150156   3160.07
0.150503   3147.09
0.15085   3134.15
0.151198   3121.25
0.151546   3108.39
0.151896   3095.57
0.152246   3082.8
0.152597   3070.07
0.152949   3057.38
0.153301   3044.73
0.153655   3032.13
0.154009   3019.57
0.154364   3007.05
0.15472   2994.57
0.155077   2982.13
0.155435   2969.73
0.155793   2957.38
0.156152   2945.07
0.156512   2932.8
0.156873   2920.57
0.157235   2908.38
0.157598   2896.23
0.157961   2884.12
0.158325   2872.05
0.15869   2860.03
0.159056   2848.04
0.159423   2836.1
0.15979   2824.19
0.160159   2812.33
0.160528   2800.51
0.160898   2788.72
0.161269   2776.98
0.161641   2765.28
0.162014   2753.61
0.162388   2741.99
0.162762   2730.4
0.163137   2718.86
0.163513   2707.36
0.16389   2695.89
0.164268   2684.46
0.164647   2673.08
0.165027   2661.73
0.165407   2650.42
0.165789   2639.15
0.166171   2627.92
0.166554   2616.73
0.166938   2605.57
0.167323   2594.46
0.167709   2583.38
0.168096   2572.34
0.168483   2561.34
0.168872   2550.38
0.169261   2539.46
0.169651   2528.57
0.170043   2517.72
0.170435   2506.91
0.170828   2496.14
0.171222   2485.41
0.171616   2474.71
0.172012   2464.05
0.172409   2453.43
0.172806   2442.84
0.173205   2432.3
0.173604   2421.79
0.174004   2411.31
0.174406   2400.88
0.174808   2390.48
0.175211   2380.11
0.175615   2369.79
0.17602   2359.5
0.176426   2349.24
0.176832   2339.03
0.17724   2328.84
0.177649   2318.7
0.178058   2308.59
0.178469   2298.52
0.178881   2288.48
0.179293   2278.48
0.179706   2268.51
0.180121   2258.58
0.180536   2248.69
0.180952   2238.83
0.18137   2229.01
0.181788   2219.22
0.182207   2209.47
0.182627   2199.75
0.183048   2190.06
0.18347   2180.42
0.183893   2170.8
0.184317   2161.22
0.184742   2151.68
0.185168   2142.17
0.185595   2132.69
0.186023   2123.25
0.186452   2113.85
0.186882   2104.47
0.187313   2095.13
0.187745   2085.83
0.188178   2076.56
0.188612   2067.32
0.189047   2058.12
0.189483   2048.95
0.18992   2039.81
0.190357   2030.71
0.190796   2021.64
0.191236   2012.6
0.191677   2003.6
0.192119   1994.63
0.192562   1985.69
0.193006   1976.79
0.193451   1967.92
0.193897   1959.08
0.194344   1950.27
0.194793   1941.5
0.195242   1932.76
0.195692   1924.05
0.196143   1915.37
0.196595   1906.73
0.197049   1898.12
0.197503   1889.54
0.197958   1880.99
0.198415   1872.47
0.198872   1863.99
0.199331   1855.53
0.199791   1847.11
0.200251   1838.72
0.200713   1830.37
0.201176   1822.04
0.20164   1813.74
0.202105   1805.48
0.202571   1797.24
0.203038   1789.04
0.203506   1780.87
0.203975   1772.73
0.204446   1764.62
0.204917   1756.54
0.205389   1748.49
0.205863   1740.47
0.206338   1732.48
0.206814   1724.52
0.20729   1716.6
0.207768   1708.7
0.208247   1700.83
0.208728   1692.99
0.209209   1685.19
0.209691   1677.41
0.210175   1669.66
0.210659   1661.94
0.211145   1654.25
0.211632   1646.59
0.21212   1638.96
0.212609   1631.36
0.213099   1623.79
0.213591   1616.25
0.214083   1608.73
0.214577   1601.25
0.215072   1593.79
0.215568   1586.37
0.216065   1578.97
0.216563   1571.6
0.217062   1564.26
0.217563   1556.95
0.218064   1549.66
0.218567   1542.41
0.219071   1535.18
0.219576   1527.98
0.220083   1520.81
0.22059   1513.67
0.221099   1506.55
0.221608   1499.47
0.222119   1492.41
0.222632   1485.38
0.223145   1478.37
0.22366   1471.39
0.224175   1464.45
0.224692   1457.52
0.22521   1450.63
0.22573   1443.76
0.22625   1436.92
0.226772   1430.11
0.227295   1423.32
0.227819   1416.57
0.228344   1409.83
0.228871   1403.13
0.229398   1396.45
0.229927   1389.8
0.230457   1383.17
0.230989   1376.57
0.231521   1370
0.232055   1363.46
0.23259   1356.94
0.233127   1350.44
0.233664   1343.98
0.234203   1337.53
0.234743   1331.12
0.235284   1324.73
0.235827   1318.37
0.236371   1312.03
0.236916   1305.72
0.237462   1299.43
0.238009   1293.17
0.238558   1286.93
0.239108   1280.72
0.23966   1274.54
0.240212   1268.38
0.240766   1262.24
0.241321   1256.13
0.241878   1250.05
0.242435   1243.99
0.242994   1237.95
0.243555   1231.94
0.244116   1225.96
0.244679   1220
0.245243   1214.06
0.245809   1208.15
0.246376   1202.26
0.246944   1196.4
0.247513   1190.56
0.248084   1184.75
0.248656   1178.96
0.249229   1173.19
0.249804   1167.45
0.25038   1161.73
0.250957   1156.04
0.251536   1150.37
0.252116   1144.73
0.252697   1139.1
0.25328   1133.5
0.253864   1127.93
0.254449   1122.38
0.255036   1116.85
0.255624   1111.34
0.256214   1105.86
0.256804   1100.4
0.257397   1094.97
0.25799   1089.56
0.258585   1084.17
0.259181   1078.8
0.259779   1073.46
0.260378   1068.14
0.260978   1062.84
0.26158   1057.57
0.262183   1052.31
0.262788   1047.09
0.263394   1041.88
0.264001   1036.69
0.26461   1031.53
0.26522   1026.39
0.265831   1021.27
0.266444   1016.18
0.267059   1011.11
0.267674   1006.05
0.268292   1001.02
0.26891   996.017
0.26953   991.032
0.270152   986.068
0.270775   981.126
0.271399   976.206
0.272025   971.307
0.272652   966.43
0.273281   961.574
0.273911   956.74
0.274543   951.927
0.275176   947.136
0.27581   942.366
0.276446   937.616
0.277083   932.888
0.277722   928.182
0.278363   923.496
0.279005   918.831
0.279648   914.186
0.280293   909.563
0.280939   904.96
0.281587   900.378
0.282236   895.817
0.282887   891.276
0.283539   886.756
0.284193   882.256
0.284848   877.777
0.285505   873.318
0.286163   868.879
0.286823   864.46
0.287485   860.061
0.288148   855.683
0.288812   851.324
0.289478   846.986
0.290145   842.667
0.290814   838.368
0.291485   834.089
0.292157   829.83
0.292831   825.59
0.293506   821.37
0.294183   817.169
0.294861   812.988
0.295541   808.826
0.296222   804.683
0.296905   800.56
0.29759   796.456
0.298276   792.372
0.298964   788.306
0.299653   784.259
0.300344   780.231
0.301037   776.223
0.301731   772.233
0.302427   768.262
0.303124   764.309
0.303823   760.376
0.304524   756.461
0.305226   752.564
0.30593   748.686
0.306635   744.827
0.307342   740.985
0.308051   737.163
0.308761   733.358
0.309473   729.572
0.310187   725.803
0.310902   722.053
0.311619   718.321
0.312337   714.607
0.313057   710.911
0.313779   707.232
0.314503   703.572
0.315228   699.929
0.315955   696.304
0.316683   692.696
0.317414   689.106
0.318145   685.533
0.318879   681.978
0.319614   678.441
0.320351   674.92
0.32109   671.417
0.32183   667.931
0.322572   664.462
0.323316   661.01
0.324062   657.576
0.324809   654.158
0.325558   650.757
0.326309   647.373
0.327061   644.005
0.327815   640.655
0.328571   637.321
0.329329   634.003
0.330088   630.703
0.330849   627.418
0.331612   624.15
0.332377   620.899
0.333143   617.664
0.333911   614.445
0.334681   611.242
0.335453   608.055
0.336226   604.885
0.337002   601.73
0.337779   598.591
0.338557   595.468
0.339338   592.361
0.340121   589.27
0.340905   586.195
0.341691   583.135
0.342479   580.091
0.343268   577.062
0.34406   574.049
0.344853   571.051
0.345648   568.068
0.346445   565.101
0.347244   562.149
0.348045   559.212
0.348848   556.29
0.349652   553.384
0.350458   550.492
0.351266   547.615
0.352076   544.753
0.352888   541.906
0.353702   539.074
0.354517   536.256
0.355335   533.453
0.356154   530.665
0.356975   527.891
0.357798   525.131
0.358623   522.386
0.35945   519.655
0.360279   516.939
0.36111   514.236
0.361943   511.548
0.362777   508.874
0.363614   506.214
0.364452   503.568
0.365292   500.936
0.366135   498.318
0.366979   495.713
0.367825   493.122
0.368673   490.545
0.369523   487.982
0.370375   485.432
0.371229   482.895
0.372085   480.373
0.372943   477.863
0.373803   475.367
0.374665   472.884
0.375529   470.414
0.376395   467.957
0.377263   465.513
0.378133   463.083
0.379005   460.665
0.379879   458.261
0.380755   455.869
0.381633   453.49
0.382513   451.123
0.383395   448.77
0.384279   446.428
0.385165   444.1
0.386053   441.784
0.386943   439.48
0.387835   437.189
0.388729   434.91
0.389626   432.643
0.390524   430.389
0.391425   428.147
0.392327   425.916
0.393232   423.698
0.394139   421.492
0.395047   419.297
0.395958   417.115
0.396871   414.944
0.397786   412.785
0.398704   410.638
0.399623   408.502
0.400544   406.378
0.401468   404.265
0.402394   402.164
0.403322   400.074
0.404252   397.996
0.405184   395.929
0.406118   393.873
0.407054   391.828
0.407993   389.794
0.408934   387.772
0.409877   385.76
0.410822   383.759
0.411769   381.769
0.412718   379.79
0.41367   377.822
0.414624   375.864
0.41558   373.917
0.416538   371.981
0.417499   370.055
0.418461   368.14
0.419426   366.235
0.420393   364.341
0.421363   362.457
0.422334   360.583
0.423308   358.719
0.424284   356.865
0.425263   355.022
0.426243   353.189
0.427226   351.365
0.428211   349.552
0.429198   347.748
0.430188   345.955
0.43118   344.171
0.432174   342.397
0.433171   340.632
0.43417   338.877
0.435171   337.132
0.436174   335.396
0.43718   333.67
0.438188   331.953
0.439198   330.245
0.440211   328.547
0.441226   326.858
0.442243   325.178
