# k[h/Mpc]  delta_P  P_classical  P_quantum
0.0120857  171002  2.78494e+07  2.80204e+07
0.0121135  170993  2.78558e+07  2.80268e+07
0.0121415  170983  2.7862e+07  2.8033e+07
0.0121695  170972  2.78682e+07  2.80392e+07
0.0121975  170961  2.78743e+07  2.80452e+07
0.0122256  170949  2.78803e+07  2.80512e+07
0.0122538  170936  2.78862e+07  2.80571e+07
0.0122821  170923  2.7892e+07  2.80629e+07
0.0123104  170909  2.78977e+07  2.80686e+07
0.0123388  170894  2.79033e+07  2.80742e+07
0.0123672  170879  2.79088e+07  2.80797e+07
0.0123958  170863  2.79142e+07  2.80851e+07
0.0124243  170846  2.79196e+07  2.80904e+07
0.012453  170829  2.79248e+07  2.80956e+07
0.0124817  170811  2.79299e+07  2.81008e+07
0.0125105  170792  2.7935e+07  2.81058e+07
0.0125393  170772  2.794e+07  2.81107e+07
0.0125683  170752  2.79448e+07  2.81156e+07
0.0125972  170732  2.79496e+07  2.81203e+07
0.0126263  170710  2.79543e+07  2.8125e+07
0.0126554  170688  2.79588e+07  2.81295e+07
0.0126846  170665  2.79633e+07  2.8134e+07
0.0127138  170641  2.79677e+07  2.81384e+07
0.0127431  170617  2.7972e+07  2.81426e+07
0.0127725  170592  2.79762e+07  2.81468e+07
0.012802  170567  2.79803e+07  2.81509e+07
0.0128315  170540  2.79843e+07  2.81549e+07
0.0128611  170513  2.79883e+07  2.81588e+07
0.0128907  170486  2.79921e+07  2.81626e+07
0.0129205  170457  2.79958e+07  2.81663e+07
0.0129502  170428  2.79994e+07  2.81699e+07
0.0129801  170399  2.8003e+07  2.81734e+07
0.01301  170368  2.80064e+07  2.81768e+07
0.01304  170337  2.80097e+07  2.81801e+07
0.0130701  170305  2.8013e+07  2.81833e+07
0.0131002  170273  2.80161e+07  2.81864e+07
0.0131304  170240  2.80192e+07  2.81894e+07
0.0131607  170206  2.80221e+07  2.81924e+07
0.0131911  170172  2.8025e+07  2.81952e+07
0.0132215  170136  2.80278e+07  2.81979e+07
0.013252  170101  2.80304e+07  2.82005e+07
0.0132825  170064  2.8033e+07  2.82031e+07
0.0133132  170027  2.80355e+07  2.82055e+07
0.0133439  169989  2.80378e+07  2.82078e+07
0.0133746  169950  2.80401e+07  2.82101e+07
0.0134055  169911  2.80423e+07  2.82122e+07
0.0134364  169871  2.80444e+07  2.82142e+07
0.0134674  169830  2.80464e+07  2.82162e+07
0.0134984  169789  2.80482e+07  2.8218e+07
0.0135295  169747  2.805e+07  2.82198e+07
0.0135607  169704  2.80517e+07  2.82214e+07
0.013592  169660  2.80533e+07  2.8223e+07
0.0136233  169616  2.80548e+07  2.82244e+07
0.0136548  169572  2.80562e+07  2.82257e+07
0.0136862  169526  2.80575e+07  2.8227e+07
0.0137178  169480  2.80587e+07  2.82281e+07
0.0137494  169433  2.80598e+07  2.82292e+07
0.0137811  169385  2.80608e+07  2.82301e+07
0.0138129  169337  2.80616e+07  2.8231e+07
0.0138448  169288  2.80624e+07  2.82317e+07
0.0138767  169239  2.80631e+07  2.82324e+07
0.0139087  169188  2.80637e+07  2.82329e+07
0.0139407  169137  2.80642e+07  2.82334e+07
0.0139729  169086  2.80646e+07  2.82337e+07
0.0140051  169033  2.80649e+07  2.8234e+07
0.0140374  168980  2.80651e+07  2.82341e+07
0.0140698  168927  2.80652e+07  2.82342e+07
0.0141022  168872  2.80652e+07  2.82341e+07
0.0141347  168817  2.80651e+07  2.8234e+07
0.0141673  168761  2.80649e+07  2.82337e+07
0.0142  168705  2.80646e+07  2.82334e+07
0.0142327  168648  2.80642e+07  2.82329e+07
0.0142656  168590  2.80637e+07  2.82323e+07
0.0142984  168531  2.80631e+07  2.82317e+07
0.0143314  168472  2.80624e+07  2.82309e+07
0.0143645  168412  2.80616e+07  2.82301e+07
0.0143976  168351  2.80607e+07  2.82291e+07
0.0144308  168290  2.80597e+07  2.8228e+07
0.0144641  168228  2.80586e+07  2.82269e+07
0.0144974  168166  2.80574e+07  2.82256e+07
0.0145308  168102  2.80561e+07  2.82242e+07
0.0145643  168038  2.80547e+07  2.82227e+07
0.0145979  167974  2.80532e+07  2.82212e+07
0.0146316  167908  2.80516e+07  2.82195e+07
0.0146653  167842  2.80499e+07  2.82177e+07
0.0146991  167775  2.80481e+07  2.82158e+07
0.014733  167708  2.80462e+07  2.82139e+07
0.014767  167640  2.80441e+07  2.82118e+07
0.0148011  167571  2.8042e+07  2.82096e+07
0.0148352  167502  2.80398e+07  2.82073e+07
0.0148694  167432  2.80375e+07  2.82049e+07
0.0149037  167361  2.80351e+07  2.82024e+07
0.014938  167289  2.80325e+07  2.81998e+07
0.0149725  167217  2.80299e+07  2.81971e+07
0.015007  167144  2.80272e+07  2.81943e+07
0.0150416  167071  2.80243e+07  2.81914e+07
0.0150763  166996  2.80214e+07  2.81884e+07
0.0151111  166922  2.80184e+07  2.81853e+07
0.0151459  166846  2.80152e+07  2.81821e+07
0.0151808  166770  2.8012e+07  2.81788e+07
0.0152158  166693  2.80087e+07  2.81753e+07
0.0152509  166615  2.80052e+07  2.81718e+07
0.0152861  166537  2.80017e+07  2.81682e+07
0.0153213  166458  2.7998e+07  2.81645e+07
0.0153567  166378  2.79943e+07  2.81606e+07
0.0153921  166298  2.79904e+07  2.81567e+07
0.0154276  166217  2.79865e+07  2.81527e+07
0.0154631  166136  2.79824e+07  2.81485e+07
0.0154988  166053  2.79782e+07  2.81443e+07
0.0155345  165970  2.7974e+07  2.81399e+07
0.0155703  165887  2.79696e+07  2.81355e+07
0.0156062  165802  2.79651e+07  2.81309e+07
0.0156422  165717  2.79606e+07  2.81263e+07
0.0156783  165632  2.79559e+07  2.81215e+07
0.0157144  165546  2.79511e+07  2.81166e+07
0.0157507  165459  2.79462e+07  2.81117e+07
0.015787  165371  2.79412e+07  2.81066e+07
0.0158234  165283  2.79361e+07  2.81014e+07
0.0158599  165194  2.79309e+07  2.80961e+07
0.0158965  165104  2.79257e+07  2.80908e+07
0.0159331  165014  2.79203e+07  2.80853e+07
0.0159698  164923  2.79148e+07  2.80797e+07
0.0160067  164831  2.79091e+07  2.8074e+07
0.0160436  164739  2.79034e+07  2.80682e+07
0.0160806  164646  2.78976e+07  2.80623e+07
0.0161177  164552  2.78917e+07  2.80563e+07
0.0161548  164458  2.78857e+07  2.80502e+07
0.0161921  164363  2.78796e+07  2.80439e+07
0.0162294  164268  2.78734e+07  2.80376e+07
0.0162668  164171  2.7867e+07  2.80312e+07
0.0163043  164074  2.78606e+07  2.80247e+07
0.0163419  163977  2.78541e+07  2.8018e+07
0.0163796  163879  2.78474e+07  2.80113e+07
0.0164174  163780  2.78407e+07  2.80045e+07
0.0164552  163680  2.78338e+07  2.79975e+07
0.0164932  163580  2.78269e+07  2.79905e+07
0.0165312  163479  2.78198e+07  2.79833e+07
0.0165693  163378  2.78127e+07  2.79761e+07
0.0166075  163276  2.78054e+07  2.79687e+07
0.0166458  163173  2.77981e+07  2.79612e+07
0.0166842  163069  2.77906e+07  2.79537e+07
0.0167227  162965  2.7783e+07  2.7946e+07
0.0167612  162861  2.77754e+07  2.79382e+07
0.0167999  162755  2.77676e+07  2.79303e+07
0.0168386  162649  2.77597e+07  2.79224e+07
0.0168774  162543  2.77517e+07  2.79143e+07
0.0169164  162435  2.77436e+07  2.79061e+07
0.0169554  162327  2.77354e+07  2.78978e+07
0.0169945  162219  2.77272e+07  2.78894e+07
0.0170337  162110  2.77188e+07  2.78809e+07
0.0170729  162000  2.77103e+07  2.78723e+07
0.0171123  161889  2.77017e+07  2.78635e+07
0.0171518  161778  2.7693e+07  2.78547e+07
0.0171913  161666  2.76841e+07  2.78458e+07
0.0172309  161554  2.76752e+07  2.78368e+07
0.0172707  161441  2.76662e+07  2.78277e+07
0.0173105  161327  2.76571e+07  2.78184e+07
0.0173504  161213  2.76479e+07  2.78091e+07
0.0173904  161098  2.76385e+07  2.77996e+07
0.0174305  160983  2.76291e+07  2.77901e+07
0.0174707  160866  2.76196e+07  2.77805e+07
0.017511  160750  2.761e+07  2.77707e+07
0.0175514  160632  2.76002e+07  2.77608e+07
0.0175918  160514  2.75904e+07  2.77509e+07
0.0176324  160395  2.75804e+07  2.77408e+07
0.0176731  160276  2.75704e+07  2.77307e+07
0.0177138  160156  2.75602e+07  2.77204e+07
0.0177547  160036  2.755e+07  2.771e+07
0.0177956  159914  2.75396e+07  2.76995e+07
0.0178366  159793  2.75292e+07  2.7689e+07
0.0178778  159670  2.75186e+07  2.76783e+07
0.017919  159547  2.75079e+07  2.76675e+07
0.0179603  159424  2.74972e+07  2.76566e+07
0.0180017  159299  2.74863e+07  2.76456e+07
0.0180432  159174  2.74753e+07  2.76345e+07
0.0180848  159049  2.74642e+07  2.76233e+07
0.0181265  158923  2.74531e+07  2.7612e+07
0.0181683  158796  2.74418e+07  2.76006e+07
0.0182102  158669  2.74304e+07  2.75891e+07
0.0182522  158541  2.74189e+07  2.75775e+07
0.0182943  158412  2.74073e+07  2.75657e+07
0.0183365  158283  2.73956e+07  2.75539e+07
0.0183788  158154  2.73838e+07  2.7542e+07
0.0184211  158023  2.73719e+07  2.753e+07
0.0184636  157892  2.73599e+07  2.75178e+07
0.0185062  157761  2.73478e+07  2.75056e+07
0.0185489  157629  2.73356e+07  2.74933e+07
0.0185916  157496  2.73233e+07  2.74808e+07
0.0186345  157363  2.73109e+07  2.74683e+07
0.0186775  157229  2.72984e+07  2.74557e+07
0.0187205  157094  2.72858e+07  2.74429e+07
0.0187637  156959  2.72731e+07  2.74301e+07
0.018807  156823  2.72603e+07  2.74171e+07
0.0188503  156687  2.72474e+07  2.74041e+07
0.0188938  156550  2.72344e+07  2.73909e+07
0.0189374  156413  2.72212e+07  2.73777e+07
0.018981  156275  2.7208e+07  2.73643e+07
0.0190248  156136  2.71947e+07  2.73508e+07
0.0190687  155997  2.71813e+07  2.73373e+07
0.0191126  155857  2.71678e+07  2.73236e+07
0.0191567  155717  2.71541e+07  2.73099e+07
0.0192009  155576  2.71404e+07  2.7296e+07
0.0192451  155434  2.71266e+07  2.7282e+07
0.0192895  155292  2.71127e+07  2.7268e+07
0.019334  155150  2.70986e+07  2.72538e+07
0.0193786  155006  2.70845e+07  2.72395e+07
0.0194233  154863  2.70703e+07  2.72251e+07
0.019468  154718  2.7056e+07  2.72107e+07
0.0195129  154573  2.70415e+07  2.71961e+07
0.0195579  154428  2.7027e+07  2.71814e+07
0.019603  154282  2.70124e+07  2.71667e+07
0.0196482  154135  2.69976e+07  2.71518e+07
0.0196935  153988  2.69828e+07  2.71368e+07
0.0197389  153840  2.69679e+07  2.71217e+07
0.0197845  153692  2.69529e+07  2.71065e+07
0.0198301  153543  2.69377e+07  2.70913e+07
0.0198758  153393  2.69225e+07  2.70759e+07
0.0199216  153243  2.69072e+07  2.70604e+07
0.0199676  153093  2.68917e+07  2.70448e+07
0.0200136  152942  2.68762e+07  2.70292e+07
0.0200598  152790  2.68606e+07  2.70134e+07
0.020106  152638  2.68449e+07  2.69975e+07
0.0201524  152485  2.6829e+07  2.69815e+07
0.0201988  152332  2.68131e+07  2.69655e+07
0.0202454  152178  2.67971e+07  2.69493e+07
0.0202921  152024  2.6781e+07  2.6933e+07
0.0203389  151869  2.67648e+07  2.69166e+07
0.0203858  151713  2.67484e+07  2.69002e+07
0.0204328  151557  2.6732e+07  2.68836e+07
0.0204799  151401  2.67155e+07  2.68669e+07
0.0205271  151244  2.66989e+07  2.68502e+07
0.0205745  151086  2.66822e+07  2.68333e+07
0.0206219  150928  2.66654e+07  2.68163e+07
0.0206694  150770  2.66485e+07  2.67993e+07
0.0207171  150610  2.66315e+07  2.67821e+07
0.0207649  150451  2.66144e+07  2.67648e+07
0.0208128  150291  2.65972e+07  2.67475e+07
0.0208607  150130  2.65799e+07  2.673e+07
0.0209088  149969  2.65625e+07  2.67125e+07
0.0209571  149807  2.6545e+07  2.66948e+07
0.0210054  149645  2.65274e+07  2.66771e+07
0.0210538  149482  2.65098e+07  2.66593e+07
0.0211024  149318  2.6492e+07  2.66413e+07
0.021151  149155  2.64741e+07  2.66233e+07
0.0211998  148990  2.64562e+07  2.66051e+07
0.0212487  148826  2.64381e+07  2.65869e+07
0.0212977  148660  2.64199e+07  2.65686e+07
0.0213468  148494  2.64017e+07  2.65502e+07
0.021396  148328  2.63833e+07  2.65316e+07
0.0214453  148161  2.63649e+07  2.6513e+07
0.0214948  147994  2.63463e+07  2.64943e+07
0.0215443  147826  2.63277e+07  2.64755e+07
0.021594  147658  2.6309e+07  2.64566e+07
0.0216438  147489  2.62901e+07  2.64376e+07
0.0216937  147320  2.62712e+07  2.64185e+07
0.0217437  147150  2.62522e+07  2.63994e+07
0.0217939  146979  2.62331e+07  2.63801e+07
0.0218441  146809  2.62139e+07  2.63607e+07
0.0218945  146637  2.61946e+07  2.63412e+07
0.021945  146466  2.61752e+07  2.63217e+07
0.0219956  146293  2.61557e+07  2.6302e+07
0.0220463  146121  2.61361e+07  2.62823e+07
0.0220971  145948  2.61165e+07  2.62624e+07
0.0221481  145774  2.60967e+07  2.62425e+07
0.0221992  145600  2.60768e+07  2.62224e+07
0.0222503  145425  2.60569e+07  2.62023e+07
0.0223017  145250  2.60368e+07  2.61821e+07
0.0223531  145075  2.60167e+07  2.61618e+07
0.0224046  144899  2.59965e+07  2.61414e+07
0.0224563  144722  2.59762e+07  2.61209e+07
0.0225081  144545  2.59558e+07  2.61003e+07
0.02256  144368  2.59352e+07  2.60796e+07
0.022612  144190  2.59147e+07  2.60588e+07
0.0226641  144012  2.5894e+07  2.6038e+07
0.0227164  143833  2.58732e+07  2.6017e+07
0.0227688  143654  2.58523e+07  2.5996e+07
0.0228213  143474  2.58314e+07  2.59748e+07
0.0228739  143294  2.58103e+07  2.59536e+07
0.0229266  143113  2.57892e+07  2.59323e+07
0.0229795  142932  2.57679e+07  2.59109e+07
0.0230325  142751  2.57466e+07  2.58894e+07
0.0230856  142569  2.57252e+07  2.58678e+07
0.0231388  142387  2.57037e+07  2.58461e+07
0.0231922  142204  2.56821e+07  2.58243e+07
0.0232456  142021  2.56604e+07  2.58025e+07
0.0232992  141837  2.56387e+07  2.57805e+07
0.023353  141653  2.56168e+07  2.57585e+07
0.0234068  141469  2.55949e+07  2.57363e+07
0.0234608  141284  2.55728e+07  2.57141e+07
0.0235149  141099  2.55507e+07  2.56918e+07
0.0235691  140913  2.55285e+07  2.56694e+07
0.0236235  140727  2.55062e+07  2.56469e+07
0.0236779  140540  2.54838e+07  2.56244e+07
0.0237325  140353  2.54613e+07  2.56017e+07
0.0237872  140166  2.54388e+07  2.55789e+07
0.0238421  139978  2.54161e+07  2.55561e+07
0.0238971  139790  2.53934e+07  2.55332e+07
0.0239522  139601  2.53706e+07  2.55102e+07
0.0240074  139412  2.53477e+07  2.54871e+07
0.0240628  139223  2.53247e+07  2.54639e+07
0.0241182  139033  2.53016e+07  2.54406e+07
0.0241739  138843  2.52784e+07  2.54173e+07
0.0242296  138652  2.52552e+07  2.53938e+07
0.0242855  138461  2.52318e+07  2.53703e+07
0.0243415  138270  2.52084e+07  2.53467e+07
0.0243976  138078  2.51849e+07  2.5323e+07
0.0244538  137886  2.51613e+07  2.52992e+07
0.0245102  137693  2.51376e+07  2.52753e+07
0.0245667  137500  2.51139e+07  2.52514e+07
0.0246234  137307  2.509e+07  2.52274e+07
0.0246802  137113  2.50661e+07  2.52032e+07
0.0247371  136919  2.50421e+07  2.5179e+07
0.0247941  136725  2.5018e+07  2.51547e+07
0.0248513  136530  2.49938e+07  2.51304e+07
0.0249086  136335  2.49696e+07  2.51059e+07
0.024966  136139  2.49452e+07  2.50814e+07
0.0250236  135943  2.49208e+07  2.50568e+07
0.0250813  135747  2.48963e+07  2.50321e+07
0.0251391  135550  2.48717e+07  2.50073e+07
0.0251971  135353  2.48471e+07  2.49824e+07
0.0252552  135156  2.48223e+07  2.49575e+07
0.0253134  134958  2.47975e+07  2.49324e+07
0.0253718  134760  2.47726e+07  2.49073e+07
0.0254303  134561  2.47476e+07  2.48821e+07
0.0254889  134362  2.47225e+07  2.48568e+07
0.0255477  134163  2.46973e+07  2.48315e+07
0.0256066  133964  2.46721e+07  2.48061e+07
0.0256657  133764  2.46468e+07  2.47805e+07
0.0257248  133564  2.46214e+07  2.4755e+07
0.0257842  133363  2.45959e+07  2.47293e+07
0.0258436  133162  2.45704e+07  2.47035e+07
0.0259032  132961  2.45447e+07  2.46777e+07
0.0259629  132760  2.4519e+07  2.46518e+07
0.0260228  132558  2.44932e+07  2.46258e+07
0.0260828  132356  2.44674e+07  2.45997e+07
0.0261429  132153  2.44414e+07  2.45736e+07
0.0262032  131950  2.44154e+07  2.45474e+07
0.0262636  131747  2.43893e+07  2.45211e+07
0.0263242  131544  2.43632e+07  2.44947e+07
0.0263849  131340  2.43369e+07  2.44682e+07
0.0264457  131136  2.43106e+07  2.44417e+07
0.0265067  130932  2.42842e+07  2.44151e+07
0.0265678  130727  2.42577e+07  2.43884e+07
0.0266291  130522  2.42311e+07  2.43617e+07
0.0266905  130317  2.42045e+07  2.43348e+07
0.026752  130111  2.41778e+07  2.43079e+07
0.0268137  129905  2.4151e+07  2.42809e+07
0.0268755  129699  2.41242e+07  2.42539e+07
0.0269375  129492  2.40973e+07  2.42268e+07
0.0269996  129286  2.40703e+07  2.41995e+07
0.0270619  129078  2.40432e+07  2.41723e+07
0.0271243  128871  2.4016e+07  2.41449e+07
0.0271868  128663  2.39888e+07  2.41175e+07
0.0272495  128455  2.39615e+07  2.409e+07
0.0273124  128247  2.39342e+07  2.40624e+07
0.0273753  128039  2.39067e+07  2.40348e+07
0.0274385  127830  2.38792e+07  2.4007e+07
0.0275017  127621  2.38516e+07  2.39793e+07
0.0275651  127411  2.3824e+07  2.39514e+07
0.0276287  127202  2.37963e+07  2.39235e+07
0.0276924  126992  2.37685e+07  2.38955e+07
0.0277563  126782  2.37406e+07  2.38674e+07
0.0278203  126571  2.37127e+07  2.38392e+07
0.0278844  126361  2.36847e+07  2.3811e+07
0.0279487  126150  2.36566e+07  2.37827e+07
0.0280131  125939  2.36284e+07  2.37544e+07
0.0280777  125727  2.36002e+07  2.3726e+07
0.0281425  125516  2.35719e+07  2.36975e+07
0.0282074  125304  2.35436e+07  2.36689e+07
0.0282724  125091  2.35152e+07  2.36403e+07
0.0283376  124879  2.34867e+07  2.36116e+07
0.0284029  124666  2.34581e+07  2.35828e+07
0.0284684  124453  2.34295e+07  2.3554e+07
0.0285341  124240  2.34008e+07  2.35251e+07
0.0285999  124027  2.33721e+07  2.34961e+07
0.0286658  123813  2.33433e+07  2.34671e+07
0.0287319  123599  2.33144e+07  2.3438e+07
0.0287982  123385  2.32854e+07  2.34088e+07
0.0288646  123171  2.32564e+07  2.33796e+07
0.0289311  122957  2.32273e+07  2.33503e+07
0.0289978  122742  2.31982e+07  2.33209e+07
0.0290647  122527  2.3169e+07  2.32915e+07
0.0291317  122312  2.31397e+07  2.3262e+07
0.0291989  122096  2.31103e+07  2.32324e+07
0.0292662  121881  2.30809e+07  2.32028e+07
0.0293337  121665  2.30515e+07  2.31731e+07
0.0294013  121449  2.30219e+07  2.31434e+07
0.0294691  121232  2.29923e+07  2.31136e+07
0.0295371  121016  2.29627e+07  2.30837e+07
0.0296052  120799  2.2933e+07  2.30538e+07
0.0296735  120583  2.29032e+07  2.30238e+07
0.0297419  120366  2.28733e+07  2.29937e+07
0.0298105  120148  2.28434e+07  2.29636e+07
0.0298792  119931  2.28135e+07  2.29334e+07
0.0299481  119713  2.27834e+07  2.29032e+07
0.0300171  119495  2.27534e+07  2.28728e+07
0.0300864  119278  2.27232e+07  2.28425e+07
0.0301557  119059  2.2693e+07  2.28121e+07
0.0302253  118841  2.26627e+07  2.27816e+07
0.030295  118623  2.26324e+07  2.2751e+07
0.0303648  118404  2.2602e+07  2.27204e+07
0.0304348  118185  2.25716e+07  2.26898e+07
0.030505  117966  2.25411e+07  2.26591e+07
0.0305753  117747  2.25105e+07  2.26283e+07
0.0306458  117527  2.24799e+07  2.25974e+07
0.0307165  117308  2.24493e+07  2.25666e+07
0.0307873  117088  2.24185e+07  2.25356e+07
0.0308583  116868  2.23877e+07  2.25046e+07
0.0309295  116648  2.23569e+07  2.24735e+07
0.0310008  116428  2.2326e+07  2.24424e+07
0.0310723  116208  2.22951e+07  2.24113e+07
0.0311439  115987  2.2264e+07  2.238e+07
0.0312157  115767  2.2233e+07  2.23487e+07
0.0312877  115546  2.22019e+07  2.23174e+07
0.0313599  115325  2.21707e+07  2.2286e+07
0.0314322  115104  2.21395e+07  2.22546e+07
0.0315046  114883  2.21082e+07  2.22231e+07
0.0315773  114662  2.20769e+07  2.21915e+07
0.0316501  114440  2.20455e+07  2.21599e+07
0.0317231  114219  2.2014e+07  2.21283e+07
0.0317962  113997  2.19826e+07  2.20966e+07
0.0318695  113775  2.1951e+07  2.20648e+07
0.031943  113553  2.19194e+07  2.2033e+07
0.0320167  113331  2.18878e+07  2.20011e+07
0.0320905  113109  2.18561e+07  2.19692e+07
0.0321645  112887  2.18243e+07  2.19372e+07
0.0322387  112664  2.17925e+07  2.19052e+07
0.032313  112442  2.17607e+07  2.18731e+07
0.0323875  112219  2.17288e+07  2.1841e+07
0.0324622  111996  2.16969e+07  2.18089e+07
0.032537  111773  2.16649e+07  2.17766e+07
0.0326121  111550  2.16328e+07  2.17444e+07
0.0326873  111327  2.16007e+07  2.17121e+07
0.0327626  111104  2.15686e+07  2.16797e+07
0.0328382  110881  2.15364e+07  2.16473e+07
0.0329139  110658  2.15042e+07  2.16148e+07
0.0329898  110434  2.14719e+07  2.15823e+07
0.0330659  110211  2.14396e+07  2.15498e+07
0.0331421  109987  2.14072e+07  2.15172e+07
0.0332185  109763  2.13748e+07  2.14846e+07
0.0332951  109540  2.13423e+07  2.14519e+07
0.0333719  109316  2.13098e+07  2.14191e+07
0.0334488  109092  2.12773e+07  2.13864e+07
0.033526  108868  2.12447e+07  2.13535e+07
0.0336033  108644  2.1212e+07  2.13207e+07
0.0336808  108419  2.11794e+07  2.12878e+07
0.0337584  108195  2.11466e+07  2.12548e+07
0.0338363  107971  2.11139e+07  2.12218e+07
0.0339143  107747  2.1081e+07  2.11888e+07
0.0339925  107522  2.10482e+07  2.11557e+07
0.0340709  107298  2.10153e+07  2.11226e+07
0.0341494  107073  2.09823e+07  2.10894e+07
0.0342282  106849  2.09494e+07  2.10562e+07
0.0343071  106624  2.09163e+07  2.1023e+07
0.0343862  106399  2.08833e+07  2.09897e+07
0.0344655  106175  2.08502e+07  2.09563e+07
0.034545  105950  2.0817e+07  2.0923e+07
0.0346246  105725  2.07838e+07  2.08896e+07
0.0347044  105500  2.07506e+07  2.08561e+07
0.0347845  105275  2.07174e+07  2.08226e+07
0.0348647  105050  2.06841e+07  2.07891e+07
0.0349451  104825  2.06507e+07  2.07556e+07
0.0350256  104600  2.06173e+07  2.07219e+07
0.0351064  104375  2.05839e+07  2.06883e+07
0.0351874  104150  2.05505e+07  2.06546e+07
0.0352685  103925  2.0517e+07  2.06209e+07
0.0353498  103700  2.04835e+07  2.05872e+07
0.0354313  103475  2.04499e+07  2.05534e+07
0.035513  103250  2.04163e+07  2.05196e+07
0.0355949  103025  2.03827e+07  2.04857e+07
0.035677  102799  2.0349e+07  2.04518e+07
0.0357592  102574  2.03153e+07  2.04179e+07
0.0358417  102349  2.02816e+07  2.03839e+07
0.0359243  102124  2.02478e+07  2.03499e+07
0.0360072  101899  2.0214e+07  2.03159e+07
0.0360902  101673  2.01802e+07  2.02818e+07
0.0361734  101448  2.01463e+07  2.02477e+07
0.0362568  101223  2.01124e+07  2.02136e+07
0.0363404  100998  2.00785e+07  2.01795e+07
0.0364242  100773  2.00445e+07  2.01453e+07
0.0365082  100547  2.00105e+07  2.0111e+07
0.0365924  100322  1.99765e+07  2.00768e+07
0.0366768  100097  1.99424e+07  2.00425e+07
0.0367613  99871.9  1.99083e+07  2.00082e+07
0.0368461  99646.8  1.98742e+07  1.99738e+07
0.0369311  99421.6  1.984e+07  1.99395e+07
0.0370162  99196.5  1.98059e+07  1.99051e+07
0.0371016  98971.5  1.97716e+07  1.98706e+07
0.0371871  98746.4  1.97374e+07  1.98362e+07
0.0372729  98521.4  1.97031e+07  1.98017e+07
0.0373588  98296.4  1.96688e+07  1.97671e+07
0.037445  98071.4  1.96345e+07  1.97326e+07
0.0375313  97846.5  1.96002e+07  1.9698e+07
0.0376178  97621.6  1.95658e+07  1.96634e+07
0.0377046  97396.7  1.95314e+07  1.96288e+07
0.0377915  97171.9  1.9497e+07  1.95941e+07
0.0378787  96947.1  1.94625e+07  1.95594e+07
0.037966  96722.4  1.9428e+07  1.95247e+07
0.0380535  96497.7  1.93935e+07  1.949e+07
0.0381413  96273.1  1.9359e+07  1.94553e+07
0.0382292  96048.5  1.93244e+07  1.94205e+07
0.0383174  95824  1.92898e+07  1.93857e+07
0.0384057  95599.5  1.92552e+07  1.93508e+07
0.0384943  95375.1  1.92206e+07  1.9316e+07
0.0385831  95150.7  1.9186e+07  1.92811e+07
0.038672  94926.4  1.91513e+07  1.92462e+07
0.0387612  94702.2  1.91166e+07  1.92113e+07
0.0388506  94478  1.90819e+07  1.91763e+07
0.0389401  94253.9  1.90471e+07  1.91414e+07
0.0390299  94029.9  1.90124e+07  1.91064e+07
0.0391199  93805.9  1.89776e+07  1.90714e+07
0.0392101  93582  1.89428e+07  1.90364e+07
0.0393005  93358.2  1.89079e+07  1.90013e+07
0.0393912  93134.5  1.88731e+07  1.89662e+07
0.039482  92910.8  1.88382e+07  1.89311e+07
0.039573  92687.2  1.88034e+07  1.8896e+07
0.0396643  92463.7  1.87685e+07  1.88609e+07
0.0397557  92240.3  1.87335e+07  1.88258e+07
0.0398474  92017  1.86986e+07  1.87906e+07
0.0399393  91793.8  1.86636e+07  1.87554e+07
0.0400314  91570.6  1.86287e+07  1.87202e+07
0.0401237  91347.6  1.85937e+07  1.8685e+07
0.0402162  91124.6  1.85587e+07  1.86498e+07
0.0403089  90901.8  1.85236e+07  1.86145e+07
0.0404019  90679  1.84886e+07  1.85793e+07
0.040495  90456.4  1.84535e+07  1.8544e+07
0.0405884  90233.8  1.84185e+07  1.85087e+07
0.040682  90011.4  1.83834e+07  1.84734e+07
0.0407758  89789.1  1.83483e+07  1.84381e+07
0.0408698  89566.8  1.83132e+07  1.84027e+07
0.0409641  89344.7  1.8278e+07  1.83674e+07
0.0410585  89122.7  1.82429e+07  1.8332e+07
0.0411532  88900.9  1.82077e+07  1.82966e+07
0.0412481  88679.1  1.81725e+07  1.82612e+07
0.0413432  88457.4  1.81374e+07  1.82258e+07
0.0414385  88235.9  1.81022e+07  1.81904e+07
0.0415341  88014.5  1.8067e+07  1.8155e+07
0.0416299  87793.2  1.80317e+07  1.81195e+07
0.0417258  87572.1  1.79965e+07  1.80841e+07
0.0418221  87351.1  1.79613e+07  1.80486e+07
0.0419185  87130.2  1.7926e+07  1.80131e+07
0.0420151  86909.4  1.78907e+07  1.79777e+07
0.042112  86688.8  1.78555e+07  1.79422e+07
0.0422091  86468.3  1.78202e+07  1.79067e+07
0.0423065  86247.9  1.77849e+07  1.78711e+07
0.042404  86027.7  1.77496e+07  1.78356e+07
0.0425018  85807.6  1.77143e+07  1.78001e+07
0.0425998  85587.7  1.7679e+07  1.77646e+07
0.042698  85367.9  1.76436e+07  1.7729e+07
0.0427965  85148.3  1.76083e+07  1.76935e+07
0.0428951  84928.8  1.7573e+07  1.76579e+07
0.042994  84709.5  1.75376e+07  1.76223e+07
0.0430932  84490.3  1.75023e+07  1.75867e+07
0.0431926  84271.3  1.74669e+07  1.75512e+07
0.0432921  84052.4  1.74315e+07  1.75156e+07
0.043392  83833.7  1.73962e+07  1.748e+07
