# k[h/Mpc]  delta_P  P_classical  P_quantum
0.00333527  106010  1.59567e+07  1.60627e+07
0.00334296  106175  1.59822e+07  1.60884e+07
0.00335067  106340  1.60078e+07  1.61141e+07
0.00335839  106506  1.60334e+07  1.61399e+07
0.00336614  106671  1.6059e+07  1.61656e+07
0.0033739  106836  1.60846e+07  1.61914e+07
0.00338168  107001  1.61102e+07  1.62172e+07
0.00338948  107167  1.61358e+07  1.6243e+07
0.00339729  107332  1.61615e+07  1.62688e+07
0.00340512  107498  1.61871e+07  1.62946e+07
0.00341298  107663  1.62128e+07  1.63205e+07
0.00342085  107829  1.62385e+07  1.63463e+07
0.00342873  107995  1.62642e+07  1.63722e+07
0.00343664  108161  1.62899e+07  1.63981e+07
0.00344456  108326  1.63157e+07  1.6424e+07
0.00345251  108492  1.63414e+07  1.64499e+07
0.00346047  108658  1.63672e+07  1.64758e+07
0.00346845  108824  1.63929e+07  1.65018e+07
0.00347644  108990  1.64187e+07  1.65277e+07
0.00348446  109156  1.64445e+07  1.65537e+07
0.00349249  109322  1.64703e+07  1.65797e+07
0.00350055  109489  1.64962e+07  1.66057e+07
0.00350862  109655  1.6522e+07  1.66317e+07
0.00351671  109821  1.65479e+07  1.66577e+07
0.00352482  109987  1.65737e+07  1.66837e+07
0.00353295  110154  1.65996e+07  1.67098e+07
0.00354109  110320  1.66255e+07  1.67358e+07
0.00354926  110487  1.66514e+07  1.67619e+07
0.00355744  110653  1.66773e+07  1.6788e+07
0.00356564  110820  1.67032e+07  1.68141e+07
0.00357387  110986  1.67292e+07  1.68402e+07
0.00358211  111153  1.67551e+07  1.68663e+07
0.00359037  111320  1.67811e+07  1.68924e+07
0.00359865  111486  1.68071e+07  1.69186e+07
0.00360694  111653  1.68331e+07  1.69447e+07
0.00361526  111820  1.68591e+07  1.69709e+07
0.0036236  111987  1.68851e+07  1.69971e+07
0.00363195  112154  1.69111e+07  1.70232e+07
0.00364033  112320  1.69371e+07  1.70494e+07
0.00364872  112487  1.69632e+07  1.70757e+07
0.00365713  112654  1.69892e+07  1.71019e+07
0.00366557  112821  1.70153e+07  1.71281e+07
0.00367402  112988  1.70414e+07  1.71544e+07
0.00368249  113155  1.70674e+07  1.71806e+07
0.00369098  113322  1.70935e+07  1.72069e+07
0.00369949  113489  1.71197e+07  1.72331e+07
0.00370802  113656  1.71458e+07  1.72594e+07
0.00371657  113824  1.71719e+07  1.72857e+07
0.00372514  113991  1.7198e+07  1.7312e+07
0.00373373  114158  1.72242e+07  1.73383e+07
0.00374234  114325  1.72503e+07  1.73647e+07
0.00375097  114492  1.72765e+07  1.7391e+07
0.00375962  114660  1.73027e+07  1.74173e+07
0.00376829  114827  1.73289e+07  1.74437e+07
0.00377698  114994  1.73551e+07  1.747e+07
0.00378569  115161  1.73813e+07  1.74964e+07
0.00379441  115329  1.74075e+07  1.75228e+07
0.00380316  115496  1.74337e+07  1.75492e+07
0.00381193  115663  1.74599e+07  1.75756e+07
0.00382072  115831  1.74862e+07  1.7602e+07
0.00382953  115998  1.75124e+07  1.76284e+07
0.00383836  116165  1.75387e+07  1.76548e+07
0.00384721  116333  1.75649e+07  1.76812e+07
0.00385608  116500  1.75912e+07  1.77077e+07
0.00386498  116667  1.76175e+07  1.77341e+07
0.00387389  116835  1.76438e+07  1.77606e+07
0.00388282  117002  1.767e+07  1.7787e+07
0.00389177  117169  1.76963e+07  1.78135e+07
0.00390075  117337  1.77227e+07  1.784e+07
0.00390974  117504  1.7749e+07  1.78665e+07
0.00391876  117672  1.77753e+07  1.7893e+07
0.00392779  117839  1.78016e+07  1.79195e+07
0.00393685  118006  1.7828e+07  1.7946e+07
0.00394593  118174  1.78543e+07  1.79725e+07
0.00395503  118341  1.78806e+07  1.7999e+07
0.00396415  118508  1.7907e+07  1.80255e+07
0.00397329  118676  1.79334e+07  1.8052e+07
0.00398245  118843  1.79597e+07  1.80786e+07
0.00399163  119010  1.79861e+07  1.81051e+07
0.00400083  119178  1.80125e+07  1.81317e+07
0.00401006  119345  1.80389e+07  1.81582e+07
0.00401931  119512  1.80653e+07  1.81848e+07
0.00402857  119679  1.80916e+07  1.82113e+07
0.00403786  119847  1.8118e+07  1.82379e+07
0.00404717  120014  1.81445e+07  1.82645e+07
0.00405651  120181  1.81709e+07  1.8291e+07
0.00406586  120348  1.81973e+07  1.83176e+07
0.00407523  120516  1.82237e+07  1.83442e+07
0.00408463  120683  1.82501e+07  1.83708e+07
0.00409405  120850  1.82766e+07  1.83974e+07
0.00410349  121017  1.8303e+07  1.8424e+07
0.00411295  121184  1.83294e+07  1.84506e+07
0.00412243  121351  1.83559e+07  1.84772e+07
0.00413194  121518  1.83823e+07  1.85038e+07
0.00414147  121685  1.84088e+07  1.85304e+07
0.00415102  121852  1.84352e+07  1.85571e+07
0.00416059  122019  1.84617e+07  1.85837e+07
0.00417018  122186  1.84881e+07  1.86103e+07
0.0041798  122353  1.85146e+07  1.86369e+07
0.00418944  122520  1.8541e+07  1.86636e+07
0.0041991  122686  1.85675e+07  1.86902e+07
0.00420878  122853  1.8594e+07  1.87168e+07
0.00421848  123020  1.86205e+07  1.87435e+07
0.00422821  123186  1.86469e+07  1.87701e+07
0.00423796  123353  1.86734e+07  1.87968e+07
0.00424773  123520  1.86999e+07  1.88234e+07
0.00425753  123686  1.87264e+07  1.885e+07
0.00426734  123853  1.87528e+07  1.88767e+07
0.00427718  124019  1.87793e+07  1.89033e+07
0.00428704  124186  1.88058e+07  1.893e+07
0.00429693  124352  1.88323e+07  1.89566e+07
0.00430684  124518  1.88588e+07  1.89833e+07
0.00431677  124684  1.88853e+07  1.901e+07
0.00432672  124851  1.89118e+07  1.90366e+07
0.0043367  125017  1.89382e+07  1.90633e+07
0.0043467  125183  1.89647e+07  1.90899e+07
0.00435672  125349  1.89912e+07  1.91166e+07
0.00436677  125515  1.90177e+07  1.91432e+07
0.00437684  125681  1.90442e+07  1.91699e+07
0.00438693  125847  1.90707e+07  1.91965e+07
0.00439704  126012  1.90972e+07  1.92232e+07
0.00440718  126178  1.91237e+07  1.92498e+07
0.00441734  126344  1.91502e+07  1.92765e+07
0.00442753  126509  1.91766e+07  1.93031e+07
0.00443774  126675  1.92031e+07  1.93298e+07
0.00444797  126840  1.92296e+07  1.93564e+07
0.00445823  127006  1.92561e+07  1.93831e+07
0.00446851  127171  1.92826e+07  1.94097e+07
0.00447881  127336  1.93091e+07  1.94364e+07
0.00448914  127501  1.93355e+07  1.9463e+07
0.00449949  127667  1.9362e+07  1.94897e+07
0.00450986  127832  1.93885e+07  1.95163e+07
0.00452026  127997  1.94149e+07  1.95429e+07
0.00453069  128161  1.94414e+07  1.95696e+07
0.00454113  128326  1.94679e+07  1.95962e+07
0.0045516  128491  1.94943e+07  1.96228e+07
0.0045621  128655  1.95208e+07  1.96495e+07
0.00457262  128820  1.95473e+07  1.96761e+07
0.00458316  128984  1.95737e+07  1.97027e+07
0.00459373  129149  1.96002e+07  1.97293e+07
0.00460432  129313  1.96266e+07  1.97559e+07
0.00461494  129477  1.9653e+07  1.97825e+07
0.00462558  129641  1.96795e+07  1.98091e+07
0.00463625  129805  1.97059e+07  1.98357e+07
0.00464694  129969  1.97323e+07  1.98623e+07
0.00465765  130133  1.97588e+07  1.98889e+07
0.00466839  130297  1.97852e+07  1.99155e+07
0.00467916  130460  1.98116e+07  1.99421e+07
0.00468995  130624  1.9838e+07  1.99686e+07
0.00470076  130787  1.98644e+07  1.99952e+07
0.0047116  130950  1.98908e+07  2.00218e+07
0.00472246  131114  1.99172e+07  2.00483e+07
0.00473335  131277  1.99436e+07  2.00749e+07
0.00474427  131440  1.997e+07  2.01014e+07
0.00475521  131603  1.99964e+07  2.0128e+07
0.00476617  131765  2.00227e+07  2.01545e+07
0.00477716  131928  2.00491e+07  2.0181e+07
0.00478818  132090  2.00754e+07  2.02075e+07
0.00479922  132253  2.01018e+07  2.02341e+07
0.00481028  132415  2.01281e+07  2.02606e+07
0.00482137  132577  2.01545e+07  2.02871e+07
0.00483249  132739  2.01808e+07  2.03135e+07
0.00484363  132901  2.02071e+07  2.034e+07
0.0048548  133063  2.02334e+07  2.03665e+07
0.004866  133225  2.02597e+07  2.0393e+07
0.00487722  133386  2.0286e+07  2.04194e+07
0.00488846  133548  2.03123e+07  2.04459e+07
0.00489973  133709  2.03386e+07  2.04723e+07
0.00491103  133870  2.03649e+07  2.04987e+07
0.00492236  134031  2.03911e+07  2.05252e+07
0.00493371  134192  2.04174e+07  2.05516e+07
0.00494508  134353  2.04436e+07  2.0578e+07
0.00495648  134514  2.04699e+07  2.06044e+07
0.00496791  134674  2.04961e+07  2.06308e+07
0.00497937  134835  2.05223e+07  2.06571e+07
0.00499085  134995  2.05485e+07  2.06835e+07
0.00500236  135155  2.05747e+07  2.07099e+07
0.00501389  135315  2.06009e+07  2.07362e+07
0.00502545  135475  2.06271e+07  2.07625e+07
0.00503704  135634  2.06532e+07  2.07889e+07
0.00504866  135794  2.06794e+07  2.08152e+07
0.0050603  135953  2.07055e+07  2.08415e+07
0.00507197  136113  2.07317e+07  2.08678e+07
0.00508366  136272  2.07578e+07  2.0894e+07
0.00509538  136431  2.07839e+07  2.09203e+07
0.00510713  136589  2.081e+07  2.09466e+07
0.00511891  136748  2.08361e+07  2.09728e+07
0.00513071  136906  2.08621e+07  2.0999e+07
0.00514254  137065  2.08882e+07  2.10253e+07
0.0051544  137223  2.09142e+07  2.10515e+07
0.00516628  137381  2.09403e+07  2.10776e+07
0.0051782  137539  2.09663e+07  2.11038e+07
0.00519014  137696  2.09923e+07  2.113e+07
0.0052021  137854  2.10183e+07  2.11561e+07
0.0052141  138011  2.10443e+07  2.11823e+07
0.00522612  138168  2.10702e+07  2.12084e+07
0.00523817  138325  2.10962e+07  2.12345e+07
0.00525025  138482  2.11221e+07  2.12606e+07
0.00526236  138639  2.11481e+07  2.12867e+07
0.00527449  138795  2.1174e+07  2.13128e+07
0.00528665  138951  2.11999e+07  2.13388e+07
0.00529884  139107  2.12257e+07  2.13648e+07
0.00531106  139263  2.12516e+07  2.13909e+07
0.00532331  139419  2.12775e+07  2.14169e+07
0.00533558  139574  2.13033e+07  2.14429e+07
0.00534788  139730  2.13291e+07  2.14688e+07
0.00536022  139885  2.13549e+07  2.14948e+07
0.00537258  140040  2.13807e+07  2.15207e+07
0.00538496  140195  2.14065e+07  2.15467e+07
0.00539738  140349  2.14322e+07  2.15726e+07
0.00540983  140504  2.1458e+07  2.15985e+07
0.0054223  140658  2.14837e+07  2.16243e+07
0.0054348  140812  2.15094e+07  2.16502e+07
0.00544733  140966  2.15351e+07  2.1676e+07
0.0054599  141119  2.15607e+07  2.17019e+07
0.00547248  141273  2.15864e+07  2.17277e+07
0.0054851  141426  2.1612e+07  2.17534e+07
0.00549775  141579  2.16376e+07  2.17792e+07
0.00551043  141732  2.16632e+07  2.1805e+07
0.00552313  141884  2.16888e+07  2.18307e+07
0.00553587  142037  2.17144e+07  2.18564e+07
0.00554863  142189  2.17399e+07  2.18821e+07
0.00556143  142341  2.17654e+07  2.19078e+07
0.00557425  142492  2.17909e+07  2.19334e+07
0.0055871  142644  2.18164e+07  2.19591e+07
0.00559999  142795  2.18419e+07  2.19847e+07
0.0056129  142946  2.18673e+07  2.20103e+07
0.00562584  143097  2.18927e+07  2.20358e+07
0.00563881  143248  2.19181e+07  2.20614e+07
0.00565182  143398  2.19435e+07  2.20869e+07
0.00566485  143548  2.19689e+07  2.21124e+07
0.00567791  143698  2.19942e+07  2.21379e+07
0.005691  143848  2.20195e+07  2.21634e+07
0.00570413  143998  2.20448e+07  2.21888e+07
0.00571728  144147  2.20701e+07  2.22143e+07
0.00573046  144296  2.20954e+07  2.22397e+07
0.00574367  144445  2.21206e+07  2.2265e+07
0.00575692  144593  2.21458e+07  2.22904e+07
0.00577019  144742  2.2171e+07  2.23157e+07
0.0057835  144890  2.21962e+07  2.2341e+07
0.00579683  145038  2.22213e+07  2.23663e+07
0.0058102  145185  2.22464e+07  2.23916e+07
0.0058236  145333  2.22715e+07  2.24168e+07
0.00583702  145480  2.22966e+07  2.24421e+07
0.00585048  145626  2.23216e+07  2.24673e+07
0.00586397  145773  2.23467e+07  2.24924e+07
0.0058775  145919  2.23717e+07  2.25176e+07
0.00589105  146066  2.23966e+07  2.25427e+07
0.00590463  146211  2.24216e+07  2.25678e+07
0.00591825  146357  2.24465e+07  2.25929e+07
0.00593189  146502  2.24714e+07  2.26179e+07
0.00594557  146647  2.24963e+07  2.26429e+07
0.00595928  146792  2.25211e+07  2.26679e+07
0.00597302  146937  2.2546e+07  2.26929e+07
0.00598679  147081  2.25708e+07  2.27178e+07
0.0060006  147225  2.25955e+07  2.27428e+07
0.00601443  147369  2.26203e+07  2.27676e+07
0.0060283  147512  2.2645e+07  2.27925e+07
0.0060422  147655  2.26697e+07  2.28174e+07
0.00605614  147798  2.26944e+07  2.28422e+07
0.0060701  147941  2.2719e+07  2.28669e+07
0.0060841  148083  2.27436e+07  2.28917e+07
0.00609812  148225  2.27682e+07  2.29164e+07
0.00611219  148367  2.27928e+07  2.29411e+07
0.00612628  148509  2.28173e+07  2.29658e+07
0.00614041  148650  2.28418e+07  2.29904e+07
0.00615456  148791  2.28663e+07  2.3015e+07
0.00616876  148932  2.28907e+07  2.30396e+07
0.00618298  149072  2.29151e+07  2.30642e+07
0.00619724  149212  2.29395e+07  2.30887e+07
0.00621153  149352  2.29639e+07  2.31132e+07
0.00622585  149492  2.29882e+07  2.31377e+07
0.0062402  149631  2.30125e+07  2.31621e+07
0.00625459  149770  2.30367e+07  2.31865e+07
0.00626901  149908  2.3061e+07  2.32109e+07
0.00628347  150047  2.30852e+07  2.32352e+07
0.00629796  150185  2.31094e+07  2.32596e+07
0.00631248  150322  2.31335e+07  2.32838e+07
0.00632704  150460  2.31576e+07  2.33081e+07
0.00634162  150597  2.31817e+07  2.33323e+07
0.00635625  150734  2.32058e+07  2.33565e+07
0.0063709  150870  2.32298e+07  2.33806e+07
0.00638559  151006  2.32538e+07  2.34048e+07
0.00640032  151142  2.32777e+07  2.34289e+07
0.00641508  151278  2.33016e+07  2.34529e+07
0.00642987  151413  2.33255e+07  2.34769e+07
0.00644469  151548  2.33494e+07  2.35009e+07
0.00645955  151682  2.33732e+07  2.35249e+07
0.00647445  151817  2.3397e+07  2.35488e+07
0.00648938  151951  2.34208e+07  2.35727e+07
0.00650434  152084  2.34445e+07  2.35966e+07
0.00651934  152218  2.34682e+07  2.36204e+07
0.00653437  152351  2.34918e+07  2.36442e+07
0.00654944  152483  2.35154e+07  2.36679e+07
0.00656454  152615  2.3539e+07  2.36916e+07
0.00657968  152747  2.35626e+07  2.37153e+07
0.00659485  152879  2.35861e+07  2.3739e+07
0.00661005  153010  2.36096e+07  2.37626e+07
0.0066253  153141  2.3633e+07  2.37862e+07
0.00664057  153272  2.36564e+07  2.38097e+07
0.00665588  153402  2.36798e+07  2.38332e+07
0.00667123  153532  2.37031e+07  2.38567e+07
0.00668661  153662  2.37264e+07  2.38801e+07
0.00670203  153791  2.37497e+07  2.39035e+07
0.00671749  153920  2.37729e+07  2.39269e+07
0.00673298  154048  2.37961e+07  2.39502e+07
0.0067485  154176  2.38193e+07  2.39735e+07
0.00676406  154304  2.38424e+07  2.39967e+07
0.00677966  154432  2.38655e+07  2.40199e+07
0.00679529  154559  2.38885e+07  2.40431e+07
0.00681096  154686  2.39115e+07  2.40662e+07
0.00682666  154812  2.39345e+07  2.40893e+07
0.00684241  154938  2.39574e+07  2.41123e+07
0.00685818  155064  2.39803e+07  2.41353e+07
0.006874  155189  2.40031e+07  2.41583e+07
0.00688985  155314  2.40259e+07  2.41812e+07
0.00690573  155438  2.40487e+07  2.42041e+07
0.00692166  155563  2.40714e+07  2.4227e+07
0.00693762  155686  2.40941e+07  2.42498e+07
0.00695361  155810  2.41167e+07  2.42726e+07
0.00696965  155933  2.41394e+07  2.42953e+07
0.00698572  156056  2.41619e+07  2.4318e+07
0.00700183  156178  2.41844e+07  2.43406e+07
0.00701797  156300  2.42069e+07  2.43632e+07
0.00703415  156421  2.42294e+07  2.43858e+07
0.00705037  156542  2.42518e+07  2.44083e+07
0.00706663  156663  2.42741e+07  2.44308e+07
0.00708292  156784  2.42964e+07  2.44532e+07
0.00709926  156904  2.43187e+07  2.44756e+07
0.00711563  157023  2.43409e+07  2.44979e+07
0.00713203  157142  2.43631e+07  2.45203e+07
0.00714848  157261  2.43853e+07  2.45425e+07
0.00716496  157380  2.44074e+07  2.45647e+07
0.00718148  157498  2.44294e+07  2.45869e+07
0.00719804  157615  2.44514e+07  2.4609e+07
0.00721464  157732  2.44734e+07  2.46311e+07
0.00723127  157849  2.44953e+07  2.46532e+07
0.00724795  157966  2.45172e+07  2.46752e+07
0.00726466  158082  2.4539e+07  2.46971e+07
0.00728141  158197  2.45608e+07  2.4719e+07
0.0072982  158312  2.45826e+07  2.47409e+07
0.00731503  158427  2.46043e+07  2.47627e+07
0.0073319  158541  2.46259e+07  2.47845e+07
0.0073488  158655  2.46475e+07  2.48062e+07
0.00736575  158769  2.46691e+07  2.48278e+07
0.00738273  158882  2.46906e+07  2.48495e+07
0.00739975  158995  2.47121e+07  2.48711e+07
0.00741682  159107  2.47335e+07  2.48926e+07
0.00743392  159219  2.47549e+07  2.49141e+07
0.00745106  159330  2.47762e+07  2.49355e+07
0.00746824  159441  2.47975e+07  2.49569e+07
0.00748546  159552  2.48187e+07  2.49782e+07
0.00750272  159662  2.48399e+07  2.49995e+07
0.00752002  159771  2.4861e+07  2.50208e+07
0.00753736  159881  2.48821e+07  2.5042e+07
0.00755474  159990  2.49031e+07  2.50631e+07
0.00757216  160098  2.49241e+07  2.50842e+07
0.00758962  160206  2.49451e+07  2.51053e+07
0.00760712  160313  2.49659e+07  2.51263e+07
0.00762466  160420  2.49868e+07  2.51472e+07
0.00764224  160527  2.50076e+07  2.51681e+07
0.00765986  160633  2.50283e+07  2.5189e+07
0.00767753  160739  2.5049e+07  2.52097e+07
0.00769523  160844  2.50696e+07  2.52305e+07
0.00771297  160949  2.50902e+07  2.52512e+07
0.00773076  161054  2.51108e+07  2.52718e+07
0.00774858  161157  2.51313e+07  2.52924e+07
0.00776645  161261  2.51517e+07  2.5313e+07
0.00778436  161364  2.51721e+07  2.53334e+07
0.00780231  161466  2.51924e+07  2.53539e+07
0.0078203  161569  2.52127e+07  2.53743e+07
0.00783833  161670  2.52329e+07  2.53946e+07
0.0078564  161771  2.52531e+07  2.54149e+07
0.00787452  161872  2.52732e+07  2.54351e+07
0.00789268  161972  2.52933e+07  2.54552e+07
0.00791088  162072  2.53133e+07  2.54754e+07
0.00792912  162171  2.53332e+07  2.54954e+07
0.0079474  162270  2.53532e+07  2.55154e+07
0.00796572  162369  2.5373e+07  2.55354e+07
0.00798409  162467  2.53928e+07  2.55553e+07
0.0080025  162564  2.54125e+07  2.55751e+07
0.00802095  162661  2.54322e+07  2.55949e+07
0.00803945  162757  2.54519e+07  2.56146e+07
0.00805799  162853  2.54714e+07  2.56343e+07
0.00807657  162949  2.5491e+07  2.56539e+07
0.00809519  163044  2.55104e+07  2.56735e+07
0.00811386  163138  2.55298e+07  2.5693e+07
0.00813257  163233  2.55492e+07  2.57124e+07
0.00815132  163326  2.55685e+07  2.57318e+07
0.00817011  163419  2.55877e+07  2.57512e+07
0.00818895  163512  2.56069e+07  2.57704e+07
0.00820783  163604  2.56261e+07  2.57897e+07
0.00822676  163695  2.56451e+07  2.58088e+07
0.00824573  163787  2.56641e+07  2.58279e+07
0.00826474  163877  2.56831e+07  2.5847e+07
0.0082838  163967  2.5702e+07  2.5866e+07
0.0083029  164057  2.57208e+07  2.58849e+07
0.00832204  164146  2.57396e+07  2.59037e+07
0.00834123  164235  2.57583e+07  2.59226e+07
0.00836047  164323  2.5777e+07  2.59413e+07
0.00837975  164410  2.57956e+07  2.596e+07
0.00839907  164497  2.58141e+07  2.59786e+07
0.00841843  164584  2.58326e+07  2.59972e+07
0.00843785  164670  2.5851e+07  2.60157e+07
0.0084573  164756  2.58694e+07  2.60342e+07
0.0084768  164841  2.58877e+07  2.60525e+07
0.00849635  164925  2.59059e+07  2.60709e+07
0.00851594  165009  2.59241e+07  2.60891e+07
0.00853558  165093  2.59423e+07  2.61073e+07
0.00855526  165176  2.59603e+07  2.61255e+07
0.00857498  165258  2.59783e+07  2.61436e+07
0.00859476  165340  2.59962e+07  2.61616e+07
0.00861457  165421  2.60141e+07  2.61795e+07
0.00863444  165502  2.60319e+07  2.61974e+07
0.00865435  165583  2.60497e+07  2.62153e+07
0.0086743  165662  2.60674e+07  2.6233e+07
0.0086943  165742  2.6085e+07  2.62507e+07
0.00871435  165820  2.61026e+07  2.62684e+07
0.00873444  165899  2.61201e+07  2.6286e+07
0.00875458  165976  2.61375e+07  2.63035e+07
0.00877477  166054  2.61549e+07  2.63209e+07
0.008795  166130  2.61722e+07  2.63383e+07
0.00881528  166206  2.61894e+07  2.63556e+07
0.00883561  166282  2.62066e+07  2.63729e+07
0.00885598  166357  2.62237e+07  2.63901e+07
0.0088764  166431  2.62407e+07  2.64072e+07
0.00889687  166505  2.62577e+07  2.64242e+07
0.00891739  166579  2.62746e+07  2.64412e+07
0.00893795  166651  2.62915e+07  2.64581e+07
0.00895856  166724  2.63083e+07  2.6475e+07
0.00897921  166795  2.6325e+07  2.64918e+07
0.00899992  166867  2.63417e+07  2.65085e+07
0.00902067  166937  2.63582e+07  2.65252e+07
0.00904147  167007  2.63748e+07  2.65418e+07
0.00906232  167077  2.63912e+07  2.65583e+07
0.00908321  167146  2.64076e+07  2.65747e+07
0.00910416  167214  2.64239e+07  2.65911e+07
0.00912515  167282  2.64402e+07  2.66074e+07
0.00914619  167349  2.64563e+07  2.66237e+07
0.00916728  167416  2.64725e+07  2.66399e+07
0.00918842  167482  2.64885e+07  2.6656e+07
0.00920961  167548  2.65045e+07  2.6672e+07
0.00923084  167613  2.65204e+07  2.6688e+07
0.00925213  167677  2.65362e+07  2.67039e+07
0.00927346  167741  2.6552e+07  2.67197e+07
0.00929484  167804  2.65677e+07  2.67355e+07
0.00931628  167867  2.65833e+07  2.67512e+07
0.00933776  167929  2.65989e+07  2.67668e+07
0.00935929  167991  2.66144e+07  2.67824e+07
0.00938087  168052  2.66298e+07  2.67979e+07
0.0094025  168112  2.66452e+07  2.68133e+07
0.00942418  168172  2.66604e+07  2.68286e+07
0.00944591  168232  2.66757e+07  2.68439e+07
0.00946769  168290  2.66908e+07  2.68591e+07
0.00948952  168348  2.67059e+07  2.68742e+07
0.0095114  168406  2.67209e+07  2.68893e+07
0.00953333  168463  2.67358e+07  2.69042e+07
0.00955532  168519  2.67506e+07  2.69191e+07
0.00957735  168575  2.67654e+07  2.6934e+07
0.00959943  168630  2.67801e+07  2.69487e+07
0.00962157  168685  2.67947e+07  2.69634e+07
0.00964375  168739  2.68093e+07  2.6978e+07
0.00966599  168792  2.68238e+07  2.69926e+07
0.00968828  168845  2.68382e+07  2.70071e+07
0.00971062  168897  2.68525e+07  2.70214e+07
0.00973301  168949  2.68668e+07  2.70358e+07
0.00975545  169000  2.6881e+07  2.705e+07
0.00977794  169051  2.68951e+07  2.70642e+07
0.00980049  169100  2.69092e+07  2.70783e+07
0.00982309  169150  2.69231e+07  2.70923e+07
0.00984574  169198  2.6937e+07  2.71062e+07
0.00986844  169246  2.69509e+07  2.71201e+07
0.0098912  169294  2.69646e+07  2.71339e+07
0.009914  169341  2.69783e+07  2.71476e+07
0.00993686  169387  2.69919e+07  2.71612e+07
0.00995978  169433  2.70054e+07  2.71748e+07
0.00998274  169478  2.70188e+07  2.71883e+07
0.0100058  169522  2.70322e+07  2.72017e+07
0.0100288  169566  2.70455e+07  2.7215e+07
0.010052  169609  2.70587e+07  2.72283e+07
0.0100751  169652  2.70718e+07  2.72415e+07
0.0100984  169694  2.70849e+07  2.72546e+07
0.0101216  169735  2.70979e+07  2.72676e+07
0.010145  169776  2.71108e+07  2.72805e+07
0.0101684  169816  2.71236e+07  2.72934e+07
0.0101918  169856  2.71363e+07  2.73062e+07
0.0102153  169894  2.7149e+07  2.73189e+07
0.0102389  169933  2.71616e+07  2.73315e+07
0.0102625  169970  2.71741e+07  2.73441e+07
0.0102862  170007  2.71865e+07  2.73565e+07
0.0103099  170044  2.71989e+07  2.73689e+07
0.0103336  170080  2.72112e+07  2.73812e+07
0.0103575  170115  2.72233e+07  2.73935e+07
0.0103814  170149  2.72355e+07  2.74056e+07
0.0104053  170183  2.72475e+07  2.74177e+07
0.0104293  170217  2.72595e+07  2.74297e+07
0.0104533  170249  2.72713e+07  2.74416e+07
0.0104774  170281  2.72831e+07  2.74534e+07
0.0105016  170313  2.72948e+07  2.74652e+07
0.0105258  170343  2.73065e+07  2.74768e+07
0.0105501  170374  2.7318e+07  2.74884e+07
0.0105744  170403  2.73295e+07  2.74999e+07
0.0105988  170432  2.73409e+07  2.75113e+07
0.0106232  170460  2.73522e+07  2.75227e+07
0.0106477  170488  2.73634e+07  2.75339e+07
0.0106723  170515  2.73746e+07  2.75451e+07
0.0106969  170541  2.73856e+07  2.75562e+07
0.0107215  170567  2.73966e+07  2.75672e+07
0.0107463  170592  2.74075e+07  2.75781e+07
0.0107711  170616  2.74183e+07  2.75889e+07
0.0107959  170640  2.7429e+07  2.75997e+07
0.0108208  170663  2.74397e+07  2.76104e+07
0.0108457  170686  2.74503e+07  2.76209e+07
0.0108707  170707  2.74607e+07  2.76314e+07
0.0108958  170729  2.74711e+07  2.76419e+07
0.0109209  170749  2.74814e+07  2.76522e+07
0.0109461  170769  2.74917e+07  2.76624e+07
0.0109713  170788  2.75018e+07  2.76726e+07
0.0109966  170807  2.75119e+07  2.76827e+07
0.011022  170825  2.75219e+07  2.76927e+07
0.0110474  170842  2.75318e+07  2.77026e+07
0.0110729  170859  2.75416e+07  2.77124e+07
0.0110984  170875  2.75513e+07  2.77222e+07
0.011124  170890  2.75609e+07  2.77318e+07
0.0111497  170905  2.75705e+07  2.77414e+07
0.0111754  170919  2.75799e+07  2.77508e+07
0.0112011  170932  2.75893e+07  2.77602e+07
0.011227  170945  2.75986e+07  2.77695e+07
0.0112529  170957  2.76078e+07  2.77788e+07
0.0112788  170968  2.76169e+07  2.77879e+07
0.0113048  170979  2.7626e+07  2.77969e+07
0.0113309  170989  2.76349e+07  2.78059e+07
0.011357  170999  2.76438e+07  2.78148e+07
0.0113832  171007  2.76525e+07  2.78235e+07
0.0114094  171016  2.76612e+07  2.78322e+07
0.0114357  171023  2.76698e+07  2.78408e+07
0.0114621  171030  2.76783e+07  2.78493e+07
0.0114885  171036  2.76867e+07  2.78578e+07
0.011515  171041  2.76951e+07  2.78661e+07
0.0115416  171046  2.77033e+07  2.78744e+07
0.0115682  171050  2.77115e+07  2.78825e+07
0.0115949  171054  2.77195e+07  2.78906e+07
0.0116216  171057  2.77275e+07  2.78986e+07
0.0116484  171059  2.77354e+07  2.79065e+07
0.0116753  171060  2.77432e+07  2.79143e+07
0.0117022  171061  2.77509e+07  2.7922e+07
0.0117292  171061  2.77585e+07  2.79296e+07
0.0117562  171061  2.77661e+07  2.79371e+07
0.0117833  171060  2.77735e+07  2.79446e+07
0.0118105  171058  2.77809e+07  2.79519e+07
0.0118377  171055  2.77881e+07  2.79592e+07
0.011865  171052  2.77953e+07  2.79664e+07
0.0118924  171048  2.78024e+07  2.79734e+07
0.0119198  171044  2.78094e+07  2.79804e+07
0.0119473  171038  2.78163e+07  2.79873e+07
0.0119748  171032  2.78231e+07  2.79941e+07
0.0120024  171026  2.78298e+07  2.80008e+07
0.0120301  171019  2.78364e+07  2.80075e+07
0.0120579  171011  2.7843e+07  2.8014e+07
