# k[h/Mpc]   P(k)[(Mpc/h)^3]
0.00984574   2.6937e+07
0.00986844   2.69509e+07
0.0098912   2.69646e+07
0.009914   2.69783e+07
0.00993686   2.69919e+07
0.00995978   2.70054e+07
0.00998274   2.70188e+07
0.0100058   2.70322e+07
0.0100288   2.70455e+07
0.010052   2.70587e+07
0.0100751   2.70718e+07
0.0100984   2.70849e+07
0.0101216   2.70979e+07
0.010145   2.71108e+07
0.0101684   2.71236e+07
0.0101918   2.71363e+07
0.0102153   2.7149e+07
0.0102389   2.71616e+07
0.0102625   2.71741e+07
0.0102862   2.71865e+07
0.0103099   2.71989e+07
0.0103336   2.72112e+07
0.0103575   2.72233e+07
0.0103814   2.72355e+07
0.0104053   2.72475e+07
0.0104293   2.72595e+07
0.0104533   2.72713e+07
0.0104774   2.72831e+07
0.0105016   2.72948e+07
0.0105258   2.73065e+07
0.0105501   2.7318e+07
0.0105744   2.73295e+07
0.0105988   2.73409e+07
0.0106232   2.73522e+07
0.0106477   2.73634e+07
0.0106723   2.73746e+07
0.0106969   2.73856e+07
0.0107215   2.73966e+07
0.0107463   2.74075e+07
0.0107711   2.74183e+07
0.0107959   2.7429e+07
0.0108208   2.74397e+07
0.0108457   2.74503e+07
0.0108707   2.74607e+07
0.0108958   2.74711e+07
0.0109209   2.74814e+07
0.0109461   2.74917e+07
0.0109713   2.75018e+07
0.0109966   2.75119e+07
0.011022   2.75219e+07
0.0110474   2.75318e+07
0.0110729   2.75416e+07
0.0110984   2.75513e+07
0.011124   2.75609e+07
0.0111497   2.75705e+07
0.0111754   2.75799e+07
0.0112011   2.75893e+07
0.011227   2.75986e+07
0.0112529   2.76078e+07
0.0112788   2.76169e+07
0.0113048   2.7626e+07
0.0113309   2.76349e+07
0.011357   2.76438e+07
0.0113832   2.76525e+07
0.0114094   2.76612e+07
0.0114357   2.76698e+07
0.0114621   2.76783e+07
0.0114885   2.76867e+07
0.011515   2.76951e+07
0.0115416   2.77033e+07
0.0115682   2.77115e+07
0.0115949   2.77195e+07
0.0116216   2.77275e+07
0.0116484   2.77354e+07
0.0116753   2.77432e+07
0.0117022   2.77509e+07
0.0117292   2.77585e+07
0.0117562   2.77661e+07
0.0117833   2.77735e+07
0.0118105   2.77809e+07
0.0118377   2.77881e+07
0.011865   2.77953e+07
0.0118924   2.78024e+07
0.0119198   2.78094e+07
0.0119473   2.78163e+07
0.0119748   2.78231e+07
0.0120024   2.78298e+07
0.0120301   2.78364e+07
0.0120579   2.7843e+07
0.0120857   2.78494e+07
0.0121135   2.78558e+07
0.0121415   2.7862e+07
0.0121695   2.78682e+07
0.0121975   2.78743e+07
0.0122256   2.78803e+07
0.0122538   2.78862e+07
0.0122821   2.7892e+07
0.0123104   2.78977e+07
0.0123388   2.79033e+07
0.0123672   2.79088e+07
0.0123958   2.79142e+07
0.0124243   2.79196e+07
0.012453   2.79248e+07
0.0124817   2.79299e+07
0.0125105   2.7935e+07
0.0125393   2.794e+07
0.0125683   2.79448e+07
0.0125972   2.79496e+07
0.0126263   2.79543e+07
0.0126554   2.79588e+07
0.0126846   2.79633e+07
0.0127138   2.79677e+07
0.0127431   2.7972e+07
0.0127725   2.79762e+07
0.012802   2.79803e+07
0.0128315   2.79843e+07
0.0128611   2.79883e+07
0.0128907   2.79921e+07
0.0129205   2.79958e+07
0.0129502   2.79994e+07
0.0129801   2.8003e+07
0.01301   2.80064e+07
0.01304   2.80097e+07
0.0130701   2.8013e+07
0.0131002   2.80161e+07
0.0131304   2.80192e+07
0.0131607   2.80221e+07
0.0131911   2.8025e+07
0.0132215   2.80278e+07
0.013252   2.80304e+07
0.0132825   2.8033e+07
0.0133132   2.80355e+07
0.0133439   2.80378e+07
0.0133746   2.80401e+07
0.0134055   2.80423e+07
0.0134364   2.80444e+07
0.0134674   2.80464e+07
0.0134984   2.80482e+07
0.0135295   2.805e+07
0.0135607   2.80517e+07
0.013592   2.80533e+07
0.0136233   2.80548e+07
0.0136548   2.80562e+07
0.0136862   2.80575e+07
0.0137178   2.80587e+07
0.0137494   2.80598e+07
0.0137811   2.80608e+07
0.0138129   2.80616e+07
0.0138448   2.80624e+07
0.0138767   2.80631e+07
0.0139087   2.80637e+07
0.0139407   2.80642e+07
0.0139729   2.80646e+07
0.0140051   2.80649e+07
0.0140374   2.80651e+07
0.0140698   2.80652e+07
0.0141022   2.80652e+07
0.0141347   2.80651e+07
0.0141673   2.80649e+07
0.0142   2.80646e+07
0.0142327   2.80642e+07
0.0142656   2.80637e+07
0.0142984   2.80631e+07
0.0143314   2.80624e+07
0.0143645   2.80616e+07
0.0143976   2.80607e+07
0.0144308   2.80597e+07
0.0144641   2.80586e+07
0.0144974   2.80574e+07
0.0145308   2.80561e+07
0.0145643   2.80547e+07
0.0145979   2.80532e+07
0.0146316   2.80516e+07
0.0146653   2.80499e+07
0.0146991   2.80481e+07
0.014733   2.80462e+07
0.014767   2.80441e+07
0.0148011   2.8042e+07
0.0148352   2.80398e+07
0.0148694   2.80375e+07
0.0149037   2.80351e+07
0.014938   2.80325e+07
0.0149725   2.80299e+07
0.015007   2.80272e+07
0.0150416   2.80243e+07
0.0150763   2.80214e+07
0.0151111   2.80184e+07
0.0151459   2.80152e+07
0.0151808   2.8012e+07
0.0152158   2.80087e+07
0.0152509   2.80052e+07
0.0152861   2.80017e+07
0.0153213   2.7998e+07
0.0153567   2.79943e+07
0.0153921   2.79904e+07
0.0154276   2.79865e+07
0.0154631   2.79824e+07
0.0154988   2.79782e+07
0.0155345   2.7974e+07
0.0155703   2.79696e+07
0.0156062   2.79651e+07
0.0156422   2.79606e+07
0.0156783   2.79559e+07
0.0157144   2.79511e+07
0.0157507   2.79462e+07
0.015787   2.79412e+07
0.0158234   2.79361e+07
0.0158599   2.79309e+07
0.0158965   2.79257e+07
0.0159331   2.79203e+07
0.0159698   2.79148e+07
0.0160067   2.79091e+07
0.0160436   2.79034e+07
0.0160806   2.78976e+07
0.0161177   2.78917e+07
0.0161548   2.78857e+07
0.0161921   2.78796e+07
0.0162294   2.78734e+07
0.0162668   2.7867e+07
0.0163043   2.78606e+07
0.0163419   2.78541e+07
0.0163796   2.78474e+07
0.0164174   2.78407e+07
0.0164552   2.78338e+07
0.0164932   2.78269e+07
0.0165312   2.78198e+07
0.0165693   2.78127e+07
0.0166075   2.78054e+07
0.0166458   2.77981e+07
0.0166842   2.77906e+07
0.0167227   2.7783e+07
0.0167612   2.77754e+07
0.0167999   2.77676e+07
0.0168386   2.77597e+07
0.0168774   2.77517e+07
0.0169164   2.77436e+07
0.0169554   2.77354e+07
0.0169945   2.77272e+07
0.0170337   2.77188e+07
0.0170729   2.77103e+07
0.0171123   2.77017e+07
0.0171518   2.7693e+07
0.0171913   2.76841e+07
0.0172309   2.76752e+07
0.0172707   2.76662e+07
0.0173105   2.76571e+07
0.0173504   2.76479e+07
0.0173904   2.76385e+07
0.0174305   2.76291e+07
0.0174707   2.76196e+07
0.017511   2.761e+07
0.0175514   2.76002e+07
0.0175918   2.75904e+07
0.0176324   2.75804e+07
0.0176731   2.75704e+07
0.0177138   2.75602e+07
0.0177547   2.755e+07
0.0177956   2.75396e+07
0.0178366   2.75292e+07
0.0178778   2.75186e+07
0.017919   2.75079e+07
0.0179603   2.74972e+07
0.0180017   2.74863e+07
0.0180432   2.74753e+07
0.0180848   2.74642e+07
0.0181265   2.74531e+07
0.0181683   2.74418e+07
0.0182102   2.74304e+07
0.0182522   2.74189e+07
0.0182943   2.74073e+07
0.0183365   2.73956e+07
0.0183788   2.73838e+07
0.0184211   2.73719e+07
0.0184636   2.73599e+07
0.0185062   2.73478e+07
0.0185489   2.73356e+07
0.0185916   2.73233e+07
0.0186345   2.73109e+07
0.0186775   2.72984e+07
0.0187205   2.72858e+07
0.0187637   2.72731e+07
0.018807   2.72603e+07
0.0188503   2.72474e+07
0.0188938   2.72344e+07
0.0189374   2.72212e+07
0.018981   2.7208e+07
0.0190248   2.71947e+07
0.0190687   2.71813e+07
0.0191126   2.71678e+07
0.0191567   2.71541e+07
0.0192009   2.71404e+07
0.0192451   2.71266e+07
0.0192895   2.71127e+07
0.019334   2.70986e+07
0.0193786   2.70845e+07
0.0194233   2.70703e+07
0.019468   2.7056e+07
0.0195129   2.70415e+07
0.0195579   2.7027e+07
0.019603   2.70124e+07
0.0196482   2.69976e+07
0.0196935   2.69828e+07
0.0197389   2.69679e+07
0.0197845   2.69529e+07
0.0198301   2.69377e+07
0.0198758   2.69225e+07
0.0199216   2.69072e+07
0.0199676   2.68917e+07
0.0200136   2.68762e+07
0.0200598   2.68606e+07
0.020106   2.68449e+07
0.0201524   2.6829e+07
0.0201988   2.68131e+07
0.0202454   2.67971e+07
0.0202921   2.6781e+07
0.0203389   2.67648e+07
0.0203858   2.67484e+07
0.0204328   2.6732e+07
0.0204799   2.67155e+07
0.0205271   2.66989e+07
0.0205745   2.66822e+07
0.0206219   2.66654e+07
0.0206694   2.66485e+07
0.0207171   2.66315e+07
0.0207649   2.66144e+07
0.0208128   2.65972e+07
0.0208607   2.65799e+07
0.0209088   2.65625e+07
0.0209571   2.6545e+07
0.0210054   2.65274e+07
0.0210538   2.65098e+07
0.0211024   2.6492e+07
0.021151   2.64741e+07
0.0211998   2.64562e+07
0.0212487   2.64381e+07
0.0212977   2.64199e+07
0.0213468   2.64017e+07
0.021396   2.63833e+07
0.0214453   2.63649e+07
0.0214948   2.63463e+07
0.0215443   2.63277e+07
0.021594   2.6309e+07
0.0216438   2.62901e+07
0.0216937   2.62712e+07
0.0217437   2.62522e+07
0.0217939   2.62331e+07
0.0218441   2.62139e+07
0.0218945   2.61946e+07
0.021945   2.61752e+07
0.0219956   2.61557e+07
0.0220463   2.61361e+07
0.0220971   2.61165e+07
0.0221481   2.60967e+07
0.0221992   2.60768e+07
0.0222503   2.60569e+07
0.0223017   2.60368e+07
0.0223531   2.60167e+07
0.0224046   2.59965e+07
0.0224563   2.59762e+07
0.0225081   2.59558e+07
0.02256   2.59352e+07
0.022612   2.59147e+07
0.0226641   2.5894e+07
0.0227164   2.58732e+07
0.0227688   2.58523e+07
0.0228213   2.58314e+07
0.0228739   2.58103e+07
0.0229266   2.57892e+07
0.0229795   2.57679e+07
0.0230325   2.57466e+07
0.0230856   2.57252e+07
0.0231388   2.57037e+07
0.0231922   2.56821e+07
0.0232456   2.56604e+07
0.0232992   2.56387e+07
0.023353   2.56168e+07
0.0234068   2.55949e+07
0.0234608   2.55728e+07
0.0235149   2.55507e+07
0.0235691   2.55285e+07
0.0236235   2.55062e+07
0.0236779   2.54838e+07
0.0237325   2.54613e+07
0.0237872   2.54388e+07
0.0238421   2.54161e+07
0.0238971   2.53934e+07
0.0239522   2.53706e+07
0.0240074   2.53477e+07
0.0240628   2.53247e+07
0.0241182   2.53016e+07
0.0241739   2.52784e+07
0.0242296   2.52552e+07
0.0242855   2.52318e+07
0.0243415   2.52084e+07
0.0243976   2.51849e+07
0.0244538   2.51613e+07
0.0245102   2.51376e+07
0.0245667   2.51139e+07
0.0246234   2.509e+07
0.0246802   2.50661e+07
0.0247371   2.50421e+07
0.0247941   2.5018e+07
0.0248513   2.49938e+07
0.0249086   2.49696e+07
0.024966   2.49452e+07
0.0250236   2.49208e+07
0.0250813   2.48963e+07
0.0251391   2.48717e+07
0.0251971   2.48471e+07
0.0252552   2.48223e+07
0.0253134   2.47975e+07
0.0253718   2.47726e+07
0.0254303   2.47476e+07
0.0254889   2.47225e+07
0.0255477   2.46973e+07
0.0256066   2.46721e+07
0.0256657   2.46468e+07
0.0257248   2.46214e+07
0.0257842   2.45959e+07
0.0258436   2.45704e+07
0.0259032   2.45447e+07
0.0259629   2.4519e+07
0.0260228   2.44932e+07
0.0260828   2.44674e+07
0.0261429   2.44414e+07
0.0262032   2.44154e+07
0.0262636   2.43893e+07
0.0263242   2.43632e+07
0.0263849   2.43369e+07
0.0264457   2.43106e+07
0.0265067   2.42842e+07
0.0265678   2.42577e+07
0.0266291   2.42311e+07
0.0266905   2.42045e+07
0.026752   2.41778e+07
0.0268137   2.4151e+07
0.0268755   2.41242e+07
0.0269375   2.40973e+07
0.0269996   2.40703e+07
0.0270619   2.40432e+07
0.0271243   2.4016e+07
0.0271868   2.39888e+07
0.0272495   2.39615e+07
0.0273124   2.39342e+07
0.0273753   2.39067e+07
0.0274385   2.38792e+07
0.0275017   2.38516e+07
0.0275651   2.3824e+07
0.0276287   2.37963e+07
0.0276924   2.37685e+07
0.0277563   2.37406e+07
0.0278203   2.37127e+07
0.0278844   2.36847e+07
0.0279487   2.36566e+07
0.0280131   2.36284e+07
0.0280777   2.36002e+07
0.0281425   2.35719e+07
0.0282074   2.35436e+07
0.0282724   2.35152e+07
0.0283376   2.34867e+07
0.0284029   2.34581e+07
0.0284684   2.34295e+07
0.0285341   2.34008e+07
0.0285999   2.33721e+07
0.0286658   2.33433e+07
0.0287319   2.33144e+07
0.0287982   2.32854e+07
0.0288646   2.32564e+07
0.0289311   2.32273e+07
0.0289978   2.31982e+07
0.0290647   2.3169e+07
0.0291317   2.31397e+07
0.0291989   2.31103e+07
0.0292662   2.30809e+07
0.0293337   2.30515e+07
0.0294013   2.30219e+07
0.0294691   2.29923e+07
0.0295371   2.29627e+07
0.0296052   2.2933e+07
0.0296735   2.29032e+07
0.0297419   2.28733e+07
0.0298105   2.28434e+07
0.0298792   2.28135e+07
0.0299481   2.27834e+07
0.0300171   2.27534e+07
0.0300864   2.27232e+07
0.0301557   2.2693e+07
0.0302253   2.26627e+07
0.030295   2.26324e+07
0.0303648   2.2602e+07
0.0304348   2.25716e+07
0.030505   2.25411e+07
0.0305753   2.25105e+07
0.0306458   2.24799e+07
0.0307165   2.24493e+07
0.0307873   2.24185e+07
0.0308583   2.23877e+07
0.0309295   2.23569e+07
0.0310008   2.2326e+07
0.0310723   2.22951e+07
0.0311439   2.2264e+07
0.0312157   2.2233e+07
0.0312877   2.22019e+07
0.0313599   2.21707e+07
0.0314322   2.21395e+07
0.0315046   2.21082e+07
0.0315773   2.20769e+07
0.0316501   2.20455e+07
0.0317231   2.2014e+07
0.0317962   2.19826e+07
0.0318695   2.1951e+07
0.031943   2.19194e+07
0.0320167   2.18878e+07
0.0320905   2.18561e+07
0.0321645   2.18243e+07
0.0322387   2.17925e+07
0.032313   2.17607e+07
0.0323875   2.17288e+07
0.0324622   2.16969e+07
0.032537   2.16649e+07
0.0326121   2.16328e+07
0.0326873   2.16007e+07
0.0327626   2.15686e+07
0.0328382   2.15364e+07
0.0329139   2.15042e+07
0.0329898   2.14719e+07
0.0330659   2.14396e+07
0.0331421   2.14072e+07
0.0332185   2.13748e+07
0.0332951   2.13423e+07
0.0333719   2.13098e+07
0.0334488   2.12773e+07
0.033526   2.12447e+07
0.0336033   2.1212e+07
0.0336808   2.11794e+07
0.0337584   2.11466e+07
0.0338363   2.11139e+07
0.0339143   2.1081e+07
0.0339925   2.10482e+07
0.0340709   2.10153e+07
0.0341494   2.09823e+07
0.0342282   2.09494e+07
0.0343071   2.09163e+07
0.0343862   2.08833e+07
0.0344655   2.08502e+07
0.034545   2.0817e+07
0.0346246   2.07838e+07
0.0347044   2.07506e+07
0.0347845   2.07174e+07
0.0348647   2.06841e+07
0.0349451   2.06507e+07
0.0350256   2.06173e+07
0.0351064   2.05839e+07
0.0351874   2.05505e+07
0.0352685   2.0517e+07
0.0353498   2.04835e+07
0.0354313   2.04499e+07
0.035513   2.04163e+07
0.0355949   2.03827e+07
0.035677   2.0349e+07
0.0357592   2.03153e+07
0.0358417   2.02816e+07
0.0359243   2.02478e+07
0.0360072   2.0214e+07
0.0360902   2.01802e+07
0.0361734   2.01463e+07
0.0362568   2.01124e+07
0.0363404   2.00785e+07
0.0364242   2.00445e+07
0.0365082   2.00105e+07
0.0365924   1.99765e+07
0.0366768   1.99424e+07
0.0367613   1.99083e+07
0.0368461   1.98742e+07
0.0369311   1.984e+07
0.0370162   1.98059e+07
0.0371016   1.97716e+07
0.0371871   1.97374e+07
0.0372729   1.97031e+07
0.0373588   1.96688e+07
0.037445   1.96345e+07
0.0375313   1.96002e+07
0.0376178   1.95658e+07
0.0377046   1.95314e+07
0.0377915   1.9497e+07
0.0378787   1.94625e+07
0.037966   1.9428e+07
0.0380535   1.93935e+07
0.0381413   1.9359e+07
0.0382292   1.93244e+07
0.0383174   1.92898e+07
0.0384057   1.92552e+07
0.0384943   1.92206e+07
0.0385831   1.9186e+07
0.038672   1.91513e+07
0.0387612   1.91166e+07
0.0388506   1.90819e+07
0.0389401   1.90471e+07
0.0390299   1.90124e+07
0.0391199   1.89776e+07
0.0392101   1.89428e+07
0.0393005   1.89079e+07
0.0393912   1.88731e+07
0.039482   1.88382e+07
0.039573   1.88034e+07
0.0396643   1.87685e+07
0.0397557   1.87335e+07
0.0398474   1.86986e+07
0.0399393   1.86636e+07
0.0400314   1.86287e+07
0.0401237   1.85937e+07
0.0402162   1.85587e+07
0.0403089   1.85236e+07
0.0404019   1.84886e+07
0.040495   1.84535e+07
0.0405884   1.84185e+07
0.040682   1.83834e+07
0.0407758   1.83483e+07
0.0408698   1.83132e+07
0.0409641   1.8278e+07
0.0410585   1.82429e+07
0.0411532   1.82077e+07
0.0412481   1.81725e+07
0.0413432   1.81374e+07
0.0414385   1.81022e+07
0.0415341   1.8067e+07
0.0416299   1.80317e+07
0.0417258   1.79965e+07
0.0418221   1.79613e+07
0.0419185   1.7926e+07
0.0420151   1.78907e+07
0.042112   1.78555e+07
0.0422091   1.78202e+07
0.0423065   1.77849e+07
0.042404   1.77496e+07
0.0425018   1.77143e+07
0.0425998   1.7679e+07
0.042698   1.76436e+07
0.0427965   1.76083e+07
0.0428951   1.7573e+07
0.042994   1.75376e+07
0.0430932   1.75023e+07
0.0431926   1.74669e+07
0.0432921   1.74315e+07
0.043392   1.73962e+07
0.043492   1.73608e+07
0.0435923   1.73254e+07
0.0436928   1.729e+07
0.0437936   1.72546e+07
0.0438946   1.72192e+07
0.0439958   1.71838e+07
0.0440972   1.71484e+07
0.0441989   1.7113e+07
0.0443008   1.70776e+07
0.044403   1.70422e+07
0.0445053   1.70068e+07
0.044608   1.69714e+07
0.0447108   1.6936e+07
0.0448139   1.69006e+07
0.0449172   1.68651e+07
0.0450208   1.68297e+07
0.0451246   1.67943e+07
0.0452287   1.67589e+07
0.045333   1.67235e+07
0.0454375   1.66881e+07
0.0455423   1.66527e+07
0.0456473   1.66173e+07
0.0457525   1.65818e+07
0.045858   1.65464e+07
0.0459638   1.6511e+07
0.0460697   1.64756e+07
0.046176   1.64402e+07
0.0462825   1.64049e+07
0.0463892   1.63695e+07
0.0464961   1.63341e+07
0.0466033   1.62987e+07
0.0467108   1.62633e+07
0.0468185   1.6228e+07
0.0469265   1.61926e+07
0.0470347   1.61572e+07
0.0471431   1.61219e+07
0.0472518   1.60865e+07
0.0473608   1.60512e+07
0.04747   1.60159e+07
0.0475794   1.59806e+07
0.0476892   1.59452e+07
0.0477991   1.59099e+07
0.0479093   1.58746e+07
0.0480198   1.58393e+07
0.0481305   1.58041e+07
0.0482415   1.57688e+07
0.0483527   1.57335e+07
0.0484642   1.56983e+07
0.048576   1.5663e+07
0.048688   1.56278e+07
0.0488003   1.55926e+07
0.0489128   1.55574e+07
0.0490256   1.55222e+07
0.0491386   1.5487e+07
0.0492519   1.54518e+07
0.0493655   1.54167e+07
0.0494793   1.53815e+07
0.0495934   1.53464e+07
0.0497078   1.53113e+07
0.0498224   1.52762e+07
0.0499372   1.52411e+07
0.0500524   1.5206e+07
0.0501678   1.51709e+07
0.0502835   1.51359e+07
0.0503994   1.51008e+07
0.0505156   1.50658e+07
0.0506321   1.50308e+07
0.0507489   1.49958e+07
0.0508659   1.49609e+07
0.0509832   1.49259e+07
0.0511007   1.4891e+07
0.0512186   1.4856e+07
0.0513367   1.48211e+07
0.051455   1.47863e+07
0.0515737   1.47514e+07
0.0516926   1.47165e+07
0.0518118   1.46817e+07
0.0519313   1.46469e+07
0.052051   1.46121e+07
0.052171   1.45773e+07
0.0522913   1.45426e+07
0.0524119   1.45078e+07
0.0525327   1.44731e+07
0.0526539   1.44384e+07
0.0527753   1.44038e+07
0.052897   1.43691e+07
0.0530189   1.43345e+07
0.0531412   1.42999e+07
0.0532637   1.42653e+07
0.0533866   1.42307e+07
0.0535096   1.41962e+07
0.053633   1.41617e+07
0.0537567   1.41272e+07
0.0538807   1.40927e+07
0.0540049   1.40583e+07
0.0541294   1.40238e+07
0.0542542   1.39894e+07
0.0543793   1.39551e+07
0.0545047   1.39207e+07
0.0546304   1.38864e+07
0.0547564   1.38521e+07
0.0548826   1.38178e+07
0.0550092   1.37835e+07
0.055136   1.37493e+07
0.0552631   1.37151e+07
0.0553906   1.36809e+07
0.0555183   1.36468e+07
0.0556463   1.36127e+07
0.0557746   1.35786e+07
0.0559032   1.35445e+07
0.0560321   1.35105e+07
0.0561613   1.34765e+07
0.0562908   1.34425e+07
0.0564206   1.34085e+07
0.0565507   1.33746e+07
0.0566811   1.33407e+07
0.0568118   1.33069e+07
0.0569428   1.3273e+07
0.0570741   1.32392e+07
0.0572057   1.32054e+07
0.0573376   1.31717e+07
0.0574698   1.3138e+07
0.0576023   1.31043e+07
0.0577352   1.30706e+07
0.0578683   1.3037e+07
0.0580017   1.30034e+07
0.0581355   1.29699e+07
0.0582695   1.29363e+07
0.0584039   1.29028e+07
0.0585385   1.28694e+07
0.0586735   1.28359e+07
0.0588088   1.28025e+07
0.0589444   1.27692e+07
0.0590803   1.27358e+07
0.0592166   1.27025e+07
0.0593531   1.26693e+07
0.05949   1.2636e+07
0.0596271   1.26028e+07
0.0597646   1.25697e+07
0.0599024   1.25365e+07
0.0600405   1.25034e+07
0.060179   1.24704e+07
0.0603177   1.24373e+07
0.0604568   1.24043e+07
0.0605962   1.23714e+07
0.060736   1.23385e+07
0.060876   1.23056e+07
0.0610164   1.22727e+07
0.0611571   1.22399e+07
0.0612981   1.22071e+07
0.0614394   1.21744e+07
0.0615811   1.21417e+07
0.0617231   1.2109e+07
0.0618654   1.20764e+07
0.0620081   1.20438e+07
0.062151   1.20113e+07
0.0622943   1.19788e+07
0.062438   1.19463e+07
0.062582   1.19138e+07
0.0627263   1.18814e+07
0.0628709   1.18491e+07
0.0630159   1.18168e+07
0.0631612   1.17845e+07
0.0633068   1.17522e+07
0.0634528   1.172e+07
0.0635991   1.16879e+07
0.0637457   1.16558e+07
0.0638927   1.16237e+07
0.06404   1.15916e+07
0.0641877   1.15596e+07
0.0643357   1.15277e+07
0.0644841   1.14957e+07
0.0646327   1.14639e+07
0.0647818   1.1432e+07
0.0649312   1.14002e+07
0.0650809   1.13685e+07
0.0652309   1.13368e+07
0.0653813   1.13051e+07
0.0655321   1.12735e+07
0.0656832   1.12419e+07
0.0658347   1.12103e+07
0.0659865   1.11788e+07
0.0661386   1.11474e+07
0.0662911   1.11159e+07
0.066444   1.10846e+07
0.0665972   1.10532e+07
0.0667507   1.10219e+07
0.0669047   1.09907e+07
0.0670589   1.09595e+07
0.0672136   1.09283e+07
0.0673685   1.08972e+07
0.0675239   1.08662e+07
0.0676796   1.08351e+07
0.0678356   1.08042e+07
0.067992   1.07732e+07
0.0681488   1.07423e+07
0.068306   1.07115e+07
0.0684635   1.06807e+07
0.0686213   1.06499e+07
0.0687796   1.06192e+07
0.0689381   1.05886e+07
0.0690971   1.05579e+07
0.0692564   1.05274e+07
0.0694161   1.04968e+07
0.0695762   1.04664e+07
0.0697366   1.04359e+07
0.0698974   1.04055e+07
0.0700586   1.03752e+07
0.0702201   1.03449e+07
0.070382   1.03147e+07
0.0705443   1.02845e+07
0.070707   1.02543e+07
0.07087   1.02242e+07
0.0710334   1.01941e+07
0.0711972   1.01641e+07
0.0713614   1.01342e+07
0.0715259   1.01043e+07
0.0716909   1.00744e+07
0.0718562   1.00446e+07
0.0720219   1.00148e+07
0.0721879   9.98508e+06
0.0723544   9.95541e+06
0.0725212   9.92578e+06
0.0726884   9.8962e+06
0.072856   9.86667e+06
0.073024   9.83719e+06
0.0731924   9.80776e+06
0.0733612   9.77838e+06
0.0735303   9.74905e+06
0.0736999   9.71977e+06
0.0738698   9.69053e+06
0.0740402   9.66135e+06
0.0742109   9.63222e+06
0.074382   9.60313e+06
0.0745535   9.5741e+06
0.0747254   9.54511e+06
0.0748977   9.51618e+06
0.0750704   9.48729e+06
0.0752435   9.45846e+06
0.075417   9.42968e+06
0.0755909   9.40094e+06
0.0757652   9.37226e+06
0.0759399   9.34363e+06
0.076115   9.31505e+06
0.0762905   9.28652e+06
0.0764664   9.25804e+06
0.0766428   9.22961e+06
0.0768195   9.20124e+06
0.0769966   9.17291e+06
0.0771742   9.14464e+06
0.0773521   9.11642e+06
0.0775305   9.08825e+06
0.0777092   9.06013e+06
0.0778884   9.03206e+06
0.078068   9.00404e+06
0.078248   8.97608e+06
0.0784284   8.94817e+06
0.0786093   8.92031e+06
0.0787905   8.8925e+06
0.0789722   8.86475e+06
0.0791543   8.83705e+06
0.0793368   8.80939e+06
0.0795198   8.7818e+06
0.0797031   8.75425e+06
0.0798869   8.72676e+06
0.0800711   8.69932e+06
0.0802557   8.67193e+06
0.0804408   8.6446e+06
0.0806263   8.61732e+06
0.0808122   8.59009e+06
0.0809985   8.56291e+06
0.0811853   8.53579e+06
0.0813725   8.50872e+06
0.0815601   8.4817e+06
0.0817482   8.45474e+06
0.0819367   8.42783e+06
0.0821256   8.40098e+06
0.082315   8.37417e+06
0.0825048   8.34743e+06
0.082695   8.32073e+06
0.0828857   8.29409e+06
0.0830768   8.2675e+06
0.0832684   8.24097e+06
0.0834604   8.21449e+06
0.0836528   8.18806e+06
0.0838457   8.16169e+06
0.084039   8.13537e+06
0.0842328   8.10911e+06
0.0844271   8.0829e+06
0.0846217   8.05674e+06
0.0848168   8.03064e+06
0.0850124   8.00459e+06
0.0852084   7.9786e+06
0.0854049   7.95266e+06
0.0856018   7.92677e+06
0.0857992   7.90094e+06
0.0859971   7.87517e+06
0.0861954   7.84945e+06
0.0863941   7.82378e+06
0.0865933   7.79817e+06
0.086793   7.77261e+06
0.0869931   7.74711e+06
0.0871937   7.72166e+06
0.0873948   7.69626e+06
0.0875963   7.67092e+06
0.0877983   7.64564e+06
0.0880007   7.62041e+06
0.0882036   7.59524e+06
0.088407   7.57012e+06
0.0886108   7.54505e+06
0.0888152   7.52004e+06
0.08902   7.49509e+06
0.0892252   7.47019e+06
0.089431   7.44534e+06
0.0896372   7.42055e+06
0.0898439   7.39582e+06
0.090051   7.37114e+06
0.0902587   7.34651e+06
0.0904668   7.32194e+06
0.0906754   7.29743e+06
0.0908845   7.27297e+06
0.091094   7.24857e+06
0.0913041   7.22422e+06
0.0915146   7.19992e+06
0.0917256   7.17569e+06
0.0919371   7.1515e+06
0.0921491   7.12737e+06
0.0923616   7.1033e+06
0.0925746   7.07928e+06
0.092788   7.05532e+06
0.093002   7.03141e+06
0.0932164   7.00756e+06
0.0934313   6.98377e+06
0.0936468   6.96002e+06
0.0938627   6.93634e+06
0.0940791   6.91271e+06
0.0942961   6.88913e+06
0.0945135   6.86561e+06
0.0947314   6.84215e+06
0.0949499   6.81874e+06
0.0951688   6.79538e+06
0.0953882   6.77209e+06
0.0956082   6.74884e+06
0.0958287   6.72565e+06
0.0960496   6.70252e+06
0.0962711   6.67944e+06
0.0964931   6.65642e+06
0.0967156   6.63346e+06
0.0969386   6.61054e+06
0.0971621   6.58769e+06
0.0973861   6.56489e+06
0.0976107   6.54214e+06
0.0978358   6.51945e+06
0.0980614   6.49681e+06
0.0982875   6.47423e+06
0.0985141   6.45171e+06
0.0987413   6.42924e+06
0.0989689   6.40683e+06
0.0991971   6.38447e+06
0.0994259   6.36216e+06
0.0996551   6.33991e+06
